LIBGEO,AN,TYPE_LOG,NOMBRE
Le Vigan,2020,Résidences principales,1906.38680940219
Villeneuve-lès-Avignon,2020,Résidences principales,6140.8780413722
Villevieille,2020,Résidences principales,818.0
Vissec,2020,Résidences principales,32.0
Montagnac,2020,Résidences principales,81.9807692307692
Saint-Paul-les-Fonts,2020,Résidences principales,400.349685443249
Rodilhan,2020,Résidences principales,1281.0
Abeilhan,2020,Résidences principales,748.530567891329
Adissan,2020,Résidences principales,541.674059109086
Agde,2020,Résidences principales,15105.6326065987
Agel,2020,Résidences principales,116.483721653767
Agonès,2020,Résidences principales,127.0
Aigne,2020,Résidences principales,134.923980592333
Aigues-Vives,2020,Résidences principales,226.052965453566
Les Aires,2020,Résidences principales,287.824334659102
Alignan-du-Vent,2020,Résidences principales,806.507106229682
Aniane,2020,Résidences principales,1305.77529571128
Arboras,2020,Résidences principales,55.4594594594595
Argelliers,2020,Résidences principales,402.492416143665
Aspiran,2020,Résidences principales,708.150585964872
Assas,2020,Résidences principales,648.851232732086
Assignan,2020,Résidences principales,73.6543209876543
Aumelas,2020,Résidences principales,247.568534367337
Aumes,2020,Résidences principales,226.0
Autignac,2020,Résidences principales,414.926849866155
Avène,2020,Résidences principales,174.978983102725
Azillanet,2020,Résidences principales,191.837989878134
Babeau-Bouldoux,2020,Résidences principales,142.533604314503
Baillargues,2020,Résidences principales,3325.0
Balaruc-les-Bains,2020,Résidences principales,3404.0
Balaruc-le-Vieux,2020,Résidences principales,1136.98634513597
Bassan,2020,Résidences principales,1020.30243930631
Beaufort,2020,Résidences principales,112.352290291356
Beaulieu,2020,Résidences principales,904.082928444076
Bédarieux,2020,Résidences principales,2975.66642948143
Bélarga,2020,Résidences principales,259.931624899148
Berlou,2020,Résidences principales,99.8578199052133
Bessan,2020,Résidences principales,2319.99710809998
Béziers,2020,Résidences principales,37108.8575948408
Boisseron,2020,Résidences principales,823.0
Boisset,2020,Résidences principales,19.0
La Boissière,2020,Résidences principales,444.18954275639
Le Bosc,2020,Résidences principales,599.00735717905
Boujan-sur-Libron,2020,Résidences principales,1542.72079433935
Le Bousquet-d'Orb,2020,Résidences principales,811.125245625385
Bouzigues,2020,Résidences principales,777.893019054919
Brenas,2020,Résidences principales,29.0566037735849
Brignac,2020,Résidences principales,351.196544297062
Brissac,2020,Résidences principales,276.658152049842
Buzignargues,2020,Résidences principales,149.19325872577
Cabrerolles,2020,Résidences principales,161.467449721559
Cabrières,2020,Résidences principales,264.0
Cambon-et-Salvergues,2020,Résidences principales,27.5510204081633
Campagnan,2020,Résidences principales,287.523985944958
Campagne,2020,Résidences principales,128.120704731379
Camplong,2020,Résidences principales,130.0
Candillargues,2020,Résidences principales,791.088755375901
Canet,2020,Résidences principales,1418.8650491328
Capestang,2020,Résidences principales,1473.40515332612
Carlencas-et-Levas,2020,Résidences principales,61.0615384615385
Cassagnoles,2020,Résidences principales,62.0
Castanet-le-Haut,2020,Résidences principales,101.251184834123
Castelnau-de-Guers,2020,Résidences principales,593.288686615887
Castelnau-le-Lez,2020,Résidences principales,11536.9478278103
Castries,2020,Résidences principales,2802.61831951325
La Caunette,2020,Résidences principales,158.594492224497
Causse-de-la-Selle,2020,Résidences principales,186.08354204833
Causses-et-Veyran,2020,Résidences principales,313.0
Caussiniojouls,2020,Résidences principales,68.7631578947368
Caux,2020,Résidences principales,1170.9367692636
Le Caylar,2020,Résidences principales,229.0
Cazedarnes,2020,Résidences principales,252.066551153851
Cazevieille,2020,Résidences principales,96.0
Cazilhac,2020,Résidences principales,701.222516727197
Cazouls-d'Hérault,2020,Résidences principales,189.634302795378
Cazouls-lès-Béziers,2020,Résidences principales,2164.93862227679
Cébazan,2020,Résidences principales,278.0
Ceilhes-et-Rocozels,2020,Résidences principales,156.021296322833
Celles,2020,Résidences principales,17.7777777777778
Cers,2020,Résidences principales,1092.0
Cessenon-sur-Orb,2020,Résidences principales,1085.0
Cesseras,2020,Résidences principales,210.0
Ceyras,2020,Résidences principales,569.809233981413
Clapiers,2020,Résidences principales,2337.32171482707
Claret,2020,Résidences principales,686.448648814359
Clermont-l'Hérault,2020,Résidences principales,4188.29990092901
Colombières-sur-Orb,2020,Résidences principales,241.562013047582
Colombiers,2020,Résidences principales,1251.81764120232
Combaillaux,2020,Résidences principales,731.0
Combes,2020,Résidences principales,117.0
Corneilhan,2020,Résidences principales,754.120750817417
Coulobres,2020,Résidences principales,154.814257363756
Courniou,2020,Résidences principales,307.0
Cournonsec,2020,Résidences principales,1301.6844165872
Cournonterral,2020,Résidences principales,2688.00131182365
Creissan,2020,Résidences principales,564.484842291119
Le Crès,2020,Résidences principales,4096.0
Le Cros,2020,Résidences principales,25.0
Cruzy,2020,Résidences principales,468.951373927671
Dio-et-Valquières,2020,Résidences principales,75.513698630137
Espondeilhan,2020,Résidences principales,488.0
Fabrègues,2020,Résidences principales,3202.38056174663
Faugères,2020,Résidences principales,268.9808271519
Félines-Minervois,2020,Résidences principales,237.678868364302
Ferrals-les-Montagnes,2020,Résidences principales,72.0457516339869
Ferrières-les-Verreries,2020,Résidences principales,24.0
Ferrières-Poussarou,2020,Résidences principales,30.6885245901639
Florensac,2020,Résidences principales,2216.23782768294
Fontanès,2020,Résidences principales,140.403793294009
Fontès,2020,Résidences principales,470.0
Fos,2020,Résidences principales,54.8571428571429
Fouzilhon,2020,Résidences principales,106.90234456461
Fozières,2020,Résidences principales,90.0
Fraisse-sur-Agout,2020,Résidences principales,170.558729659528
Frontignan,2020,Résidences principales,10650.7231413609
Gabian,2020,Résidences principales,403.546105552892
Galargues,2020,Résidences principales,301.181359677336
Ganges,2020,Résidences principales,2122.30720383424
Garrigues,2020,Résidences principales,95.0
Gigean,2020,Résidences principales,2621.0
Gignac,2020,Résidences principales,2728.57700383762
Gorniès,2020,Résidences principales,71.0
Grabels,2020,Résidences principales,4151.34897572419
Graissessac,2020,Résidences principales,331.0
Guzargues,2020,Résidences principales,192.953869602804
Hérépian,2020,Résidences principales,769.21329625984
Jacou,2020,Résidences principales,2828.89788303932
Joncels,2020,Résidences principales,138.0
Jonquières,2020,Résidences principales,230.0
Juvignac,2020,Résidences principales,5489.60586098855
Lacoste,2020,Résidences principales,135.023414620413
Lagamas,2020,Résidences principales,52.0
Lamalou-les-Bains,2020,Résidences principales,1115.64614775411
Lansargues,2020,Résidences principales,1333.69994611872
Laroque,2020,Résidences principales,769.526936743333
Lattes,2020,Résidences principales,8633.37134643239
Laurens,2020,Résidences principales,755.007610518617
Lauret,2020,Résidences principales,256.614362295671
Lauroux,2020,Résidences principales,105.980342679368
Lavalette,2020,Résidences principales,27.0
Lavérune,2020,Résidences principales,1454.48252915071
Lespignan,2020,Résidences principales,1505.0
Lézignan-la-Cèbe,2020,Résidences principales,669.89947266172
Liausson,2020,Résidences principales,79.0
Lieuran-Cabrières,2020,Résidences principales,151.133684197079
Lieuran-lès-Béziers,2020,Résidences principales,602.0
Lignan-sur-Orb,2020,Résidences principales,1447.53897628575
La Livinière,2020,Résidences principales,244.606683422072
Lodève,2020,Résidences principales,3579.82576604974
Loupian,2020,Résidences principales,970.0
Lunas,2020,Résidences principales,324.98468189795
Lunel,2020,Résidences principales,11432.2353431077
Lunel-Viel,2020,Résidences principales,1751.22028656067
Magalas,2020,Résidences principales,1392.33861811137
Maraussan,2020,Résidences principales,1949.32033784949
Margon,2020,Résidences principales,291.0
Marseillan,2020,Résidences principales,3864.72496276192
Marsillargues,2020,Résidences principales,2958.94253442889
Mas-de-Londres,2020,Résidences principales,268.0
Les Matelles,2020,Résidences principales,815.96478317506
Mauguio,2020,Résidences principales,8213.11048412087
Maureilhan,2020,Résidences principales,1006.0
Mérifons,2020,Résidences principales,21.8604651162791
Mèze,2020,Résidences principales,5839.26239767175
Minerve,2020,Résidences principales,54.9126213592233
Mireval,2020,Résidences principales,1403.98616962004
Mons,2020,Résidences principales,330.0
Montady,2020,Résidences principales,1686.63199953503
Montagnac,2020,Résidences principales,1842.0
Montarnaud,2020,Résidences principales,1462.61331846952
Montaud,2020,Résidences principales,406.358880783435
Montbazin,2020,Résidences principales,1199.13618132008
Montblanc,2020,Résidences principales,1205.18904518533
Montels,2020,Résidences principales,112.104591266058
Montesquieu,2020,Résidences principales,38.4868421052632
Montferrier-sur-Lez,2020,Résidences principales,1739.34609189391
Montouliers,2020,Résidences principales,110.241267056067
Montoulieu,2020,Résidences principales,76.0259977397097
Montpellier,2020,Résidences principales,156459.048890658
Montpeyroux,2020,Résidences principales,587.969565676249
Moulès-et-Baucels,2020,Résidences principales,377.102618861064
Mourèze,2020,Résidences principales,97.1319796954315
Mudaison,2020,Résidences principales,1201.465222246
Murles,2020,Résidences principales,143.550923971471
Murviel-lès-Béziers,2020,Résidences principales,1308.72605360714
Murviel-lès-Montpellier,2020,Résidences principales,724.49995852782
Nébian,2020,Résidences principales,593.281887005021
Neffiès,2020,Résidences principales,483.0
Nézignan-l'Évêque,2020,Résidences principales,723.069714679535
Nissan-lez-Enserune,2020,Résidences principales,1825.97302719359
Nizas,2020,Résidences principales,336.007860928951
Notre-Dame-de-Londres,2020,Résidences principales,249.0
Octon,2020,Résidences principales,241.0
Olargues,2020,Résidences principales,302.679557654089
Olmet-et-Villecun,2020,Résidences principales,80.2503693686133
Olonzac,2020,Résidences principales,786.139719464279
Oupia,2020,Résidences principales,135.875066071376
Pailhès,2020,Résidences principales,260.0
Palavas-les-Flots,2020,Résidences principales,3383.15468750292
Pardailhan,2020,Résidences principales,92.3988108945341
Paulhan,2020,Résidences principales,1760.71146703227
Pégairolles-de-Buèges,2020,Résidences principales,32.5818181818182
Pégairolles-de-l'Escalette,2020,Résidences principales,86.2105263157895
Péret,2020,Résidences principales,487.27561288225
Pérols,2020,Résidences principales,4353.6608730408
Pézenas,2020,Résidences principales,3963.0
Pézènes-les-Mines,2020,Résidences principales,107.0
Pierrerue,2020,Résidences principales,156.374379290364
Pignan,2020,Résidences principales,3215.03816592891
Pinet,2020,Résidences principales,807.0
Plaissan,2020,Résidences principales,604.806447713978
Les Plans,2020,Résidences principales,138.202211822521
Poilhes,2020,Résidences principales,252.359714861134
Pomérols,2020,Résidences principales,1029.0
Popian,2020,Résidences principales,148.431893445667
Portiragnes,2020,Résidences principales,1474.45143967254
Le Pouget,2020,Résidences principales,915.0
Le Poujol-sur-Orb,2020,Résidences principales,481.0
Poujols,2020,Résidences principales,83.0
Poussan,2020,Résidences principales,2552.36014410342
Pouzolles,2020,Résidences principales,516.0
Pouzols,2020,Résidences principales,388.234758186473
Le Pradal,2020,Résidences principales,139.217088091742
Prades-le-Lez,2020,Résidences principales,2577.04593060567
Prades-sur-Vernazobre,2020,Résidences principales,151.970406227274
Prémian,2020,Résidences principales,267.0
Le Puech,2020,Résidences principales,114.790513250911
Puéchabon,2020,Résidences principales,231.0
Puilacher,2020,Résidences principales,218.0
Puimisson,2020,Résidences principales,515.46216678796
Puissalicon,2020,Résidences principales,585.884107524518
Puisserguier,2020,Résidences principales,1393.85920238338
Quarante,2020,Résidences principales,801.68645588331
Restinclières,2020,Résidences principales,833.144390044854
Rieussec,2020,Résidences principales,43.0
Riols,2020,Résidences principales,360.0
Les Rives,2020,Résidences principales,68.9379310344828
Romiguières,2020,Résidences principales,11.0
Roquebrun,2020,Résidences principales,329.243144250585
Roqueredonde,2020,Résidences principales,75.0
Roquessels,2020,Résidences principales,47.0
Rosis,2020,Résidences principales,154.882690880193
Rouet,2020,Résidences principales,32.0
Roujan,2020,Résidences principales,1052.65803714585
Saint-André-de-Buèges,2020,Résidences principales,21.2765957446809
Saint-André-de-Sangonis,2020,Résidences principales,2599.0
Saint-Aunès,2020,Résidences principales,1674.29548289098
Saint-Bauzille-de-la-Sylve,2020,Résidences principales,389.0
Saint-Bauzille-de-Montmel,2020,Résidences principales,480.373393812003
Saint-Bauzille-de-Putois,2020,Résidences principales,846.242933200809
Saint-Brès,2020,Résidences principales,1470.16387485402
Saint-Chinian,2020,Résidences principales,808.942296960893
Entre-Vignes,2020,Résidences principales,834.191663076635
Saint-Clément-de-Rivière,2020,Résidences principales,2263.23363399292
Sainte-Croix-de-Quintillargues,2020,Résidences principales,337.822382175585
Saint-Drézéry,2020,Résidences principales,1118.0
Saint-Étienne-d'Albagnan,2020,Résidences principales,163.10375519498
Saint-Étienne-de-Gourgas,2020,Résidences principales,221.094126372161
Saint-Étienne-Estréchoux,2020,Résidences principales,137.409297595921
Saint-Félix-de-l'Héras,2020,Résidences principales,15.46875
Saint-Félix-de-Lodez,2020,Résidences principales,493.84433122147
Saint-Gély-du-Fesc,2020,Résidences principales,4300.0
Saint-Geniès-des-Mourgues,2020,Résidences principales,866.482233328871
Saint-Geniès-de-Varensal,2020,Résidences principales,89.9904745710367
Saint-Geniès-de-Fontedit,2020,Résidences principales,711.205057111274
Saint-Georges-d'Orques,2020,Résidences principales,2445.0
Saint-Gervais-sur-Mare,2020,Résidences principales,365.0
Saint-Guilhem-le-Désert,2020,Résidences principales,137.320107516577
Saint-Guiraud,2020,Résidences principales,115.790098475885
Saint-Hilaire-de-Beauvoir,2020,Résidences principales,175.0
Saint-Jean-de-Buèges,2020,Résidences principales,100.507353164751
Saint-Jean-de-Cornies,2020,Résidences principales,282.37350897458
Saint-Jean-de-Cuculles,2020,Résidences principales,203.274402614484
Saint-Jean-de-Fos,2020,Résidences principales,744.244428487813
Saint-Jean-de-la-Blaquière,2020,Résidences principales,284.68571372419
Saint-Jean-de-Minervois,2020,Résidences principales,76.3645289090383
Saint-Jean-de-Védas,2020,Résidences principales,5179.62995957003
Saint-Julien,2020,Résidences principales,116.262171152013
Saint-Just,2020,Résidences principales,1316.0
Saint-Martin-de-l'Arçon,2020,Résidences principales,76.3980582524272
Saint-Martin-de-Londres,2020,Résidences principales,1114.23020138462
Saint-Mathieu-de-Tréviers,2020,Résidences principales,1950.41196259987
Saint-Maurice-Navacelles,2020,Résidences principales,91.5132275132275
Saint-Michel,2020,Résidences principales,30.0545454545455
Saint-Nazaire-de-Ladarez,2020,Résidences principales,160.808265408009
Saint-Nazaire-de-Pézan,2020,Résidences principales,256.0
Saint-Pargoire,2020,Résidences principales,964.616573364578
Saint-Paul-et-Valmalle,2020,Résidences principales,529.0
Saint-Pierre-de-la-Fage,2020,Résidences principales,69.2276422764228
Saint-Pons-de-Thomières,2020,Résidences principales,799.0
Saint-Pons-de-Mauchiens,2020,Résidences principales,296.366206321414
Saint-Privat,2020,Résidences principales,195.124926138168
Saint-Saturnin-de-Lucian,2020,Résidences principales,123.129831259389
Saint-Sériès,2020,Résidences principales,398.612712580745
Saint-Thibéry,2020,Résidences principales,1223.32304705866
Saint-Vincent-de-Barbeyrargues,2020,Résidences principales,301.794145239738
Saint-Vincent-d'Olargues,2020,Résidences principales,200.20421847262
Salasc,2020,Résidences principales,146.639922471571
La Salvetat-sur-Agout,2020,Résidences principales,525.310277209147
Saturargues,2020,Résidences principales,409.37350507179
Saussan,2020,Résidences principales,646.967050357437
Saussines,2020,Résidences principales,424.0
Sauteyrargues,2020,Résidences principales,178.922581864173
Sauvian,2020,Résidences principales,2393.34231466123
Sérignan,2020,Résidences principales,3778.78085145461
Servian,2020,Résidences principales,2207.15012554378
Sète,2020,Résidences principales,23489.9711321435
Siran,2020,Résidences principales,358.933698502757
Sorbs,2020,Résidences principales,24.0
Soubès,2020,Résidences principales,397.956685810341
Le Soulié,2020,Résidences principales,65.8153846153846
Soumont,2020,Résidences principales,109.731791315337
Sussargues,2020,Résidences principales,1152.47534674173
Taussac-la-Billière,2020,Résidences principales,217.481918237253
Teyran,2020,Résidences principales,1932.72033547002
Thézan-lès-Béziers,2020,Résidences principales,1333.8085488721
Tourbes,2020,Résidences principales,776.481007292386
La Tour-sur-Orb,2020,Résidences principales,618.510111011003
Tressan,2020,Résidences principales,299.0
Le Triadou,2020,Résidences principales,245.0
Usclas-d'Hérault,2020,Résidences principales,176.849356925606
Usclas-du-Bosc,2020,Résidences principales,93.9823008849557
La Vacquerie-et-Saint-Martin-de-Castries,2020,Résidences principales,94.4842105263158
Vacquières,2020,Résidences principales,294.931847686913
Vailhan,2020,Résidences principales,75.0422535211268
Vailhauquès,2020,Résidences principales,995.564029874737
Valergues,2020,Résidences principales,829.831504944018
Valflaunès,2020,Résidences principales,323.344574837678
Valmascle,2020,Résidences principales,22.0
Valras-Plage,2020,Résidences principales,2382.74567852563
Valros,2020,Résidences principales,739.861308371013
Vélieux,2020,Résidences principales,36.7912087912088
Vendargues,2020,Résidences principales,2882.34582828812
Vendémian,2020,Résidences principales,498.0
Vendres,2020,Résidences principales,1138.62719083635
Verreries-de-Moussans,2020,Résidences principales,48.9690721649485
Vias,2020,Résidences principales,2718.28610074531
Vic-la-Gardiole,2020,Résidences principales,1658.0
Vieussan,2020,Résidences principales,149.717997093456
Villemagne-l'Argentière,2020,Résidences principales,198.366926735131
Villeneuve-lès-Béziers,2020,Résidences principales,1951.4716047877
Villeneuve-lès-Maguelone,2020,Résidences principales,4048.642817891
Villeneuvette,2020,Résidences principales,34.9714285714286
Villespassans,2020,Résidences principales,89.0
Villetelle,2020,Résidences principales,623.657095150543
Villeveyrac,2020,Résidences principales,1535.22085817995
Viols-en-Laval,2020,Résidences principales,89.5339805825243
Viols-le-Fort,2020,Résidences principales,549.878597129378
La Grande-Motte,2020,Résidences principales,5172.43946897257
Aigaliers,2019,Résidences principales,216.865926484629
Aigremont,2019,Résidences principales,323.92197659298
Aigues-Mortes,2019,Résidences principales,3885.76206050695
Aigues-Vives,2019,Résidences principales,1398.86030953575
Aiguèze,2019,Résidences principales,104.805456164005
Aimargues,2019,Résidences principales,2330.0
Alès,2019,Résidences principales,21754.835494197
Allègre-les-Fumades,2019,Résidences principales,421.0
Alzon,2019,Résidences principales,94.0
Anduze,2019,Résidences principales,1638.0
Les Angles,2019,Résidences principales,4363.28327998737
Aramon,2019,Résidences principales,1856.99392054157
Argilliers,2019,Résidences principales,181.0
Arpaillargues-et-Aureillac,2019,Résidences principales,423.576452930154
Arphy,2019,Résidences principales,89.2867132867133
Arre,2019,Résidences principales,134.924750731374
Arrigas,2019,Résidences principales,102.0
Aspères,2019,Résidences principales,214.969927539916
Aubais,2019,Résidences principales,1201.07805787177
Aubord,2019,Résidences principales,951.643951516911
Aubussargues,2019,Résidences principales,145.490473848996
Aujac,2019,Résidences principales,90.5056179775281
Aujargues,2019,Résidences principales,363.0
Aulas,2019,Résidences principales,229.0
Aumessas,2019,Résidences principales,122.991720099279
Avèze,2019,Résidences principales,512.943002081706
Bagard,2019,Résidences principales,1062.0
Bagnols-sur-Cèze,2019,Résidences principales,8526.1286238552
Barjac,2019,Résidences principales,799.539748907196
Baron,2019,Résidences principales,155.88631715069
La Bastide-d'Engras,2019,Résidences principales,83.8502087832066
Beaucaire,2019,Résidences principales,6814.22057582106
Beauvoisin,2019,Résidences principales,1940.88508292375
Bellegarde,2019,Résidences principales,3018.02321903286
Belvézet,2019,Résidences principales,118.0
Bernis,2019,Résidences principales,1379.08482527536
Bessèges,2019,Résidences principales,1414.36290700497
Bez-et-Esparon,2019,Résidences principales,164.300104565215
Bezouce,2019,Résidences principales,1012.10196857471
Blandas,2019,Résidences principales,66.4843997719946
Blauzac,2019,Résidences principales,502.0
Boisset-et-Gaujac,2019,Résidences principales,1031.0
Boissières,2019,Résidences principales,229.835493635873
Bonnevaux,2019,Résidences principales,49.5678929220719
Bordezac,2019,Résidences principales,189.0
Boucoiran-et-Nozières,2019,Résidences principales,406.771992028309
Bouillargues,2019,Résidences principales,2712.41466419017
Bouquet,2019,Résidences principales,83.9595375722543
Bourdic,2019,Résidences principales,163.309973045822
Bragassargues,2019,Résidences principales,73.2934131736527
Branoux-les-Taillades,2019,Résidences principales,610.525906733683
Bréau-Mars,2019,Résidences principales,292.0
Brignon,2019,Résidences principales,336.853541871682
Brouzet-lès-Quissac,2019,Résidences principales,138.0
Brouzet-lès-Alès,2019,Résidences principales,309.0
La Bruguière,2019,Résidences principales,146.244440947564
Cabrières,2019,Résidences principales,689.808609820946
La Cadière-et-Cambo,2019,Résidences principales,103.479111805892
Le Cailar,2019,Résidences principales,1072.54133143404
Caissargues,2019,Résidences principales,1829.0
La Calmette,2019,Résidences principales,1026.0
Calvisson,2019,Résidences principales,2443.50579013542
Campestre-et-Luc,2019,Résidences principales,62.8208955223881
Canaules-et-Argentières,2019,Résidences principales,181.946301336526
Cannes-et-Clairan,2019,Résidences principales,236.660897844371
La Capelle-et-Masmolène,2019,Résidences principales,185.0
Cardet,2019,Résidences principales,388.945741083532
Carnas,2019,Résidences principales,209.0
Carsan,2019,Résidences principales,308.0
Cassagnoles,2019,Résidences principales,172.25933409136
Castelnau-Valence,2019,Résidences principales,183.0
Castillon-du-Gard,2019,Résidences principales,720.080440710671
Causse-Bégon,2019,Résidences principales,12.9230769230769
Caveirac,2019,Résidences principales,1831.0
Cavillargues,2019,Résidences principales,412.523914891679
Cendras,2019,Résidences principales,841.783665835422
Chambon,2019,Résidences principales,131.186068822543
Chamborigaud,2019,Résidences principales,400.518985917005
Chusclan,2019,Résidences principales,441.794790929056
Clarensac,2019,Résidences principales,1699.0
Codognan,2019,Résidences principales,1028.57461761058
Codolet,2019,Résidences principales,275.0
Collias,2019,Résidences principales,496.888833191259
Collorgues,2019,Résidences principales,249.804336273036
Colognac,2019,Résidences principales,111.029763590247
Combas,2019,Résidences principales,281.247417040377
Comps,2019,Résidences principales,722.313410462328
Concoules,2019,Résidences principales,121.773903964532
Congénies,2019,Résidences principales,728.460310307414
Connaux,2019,Résidences principales,764.931216931222
Conqueyrac,2019,Résidences principales,41.7112041215975
Corbès,2019,Résidences principales,70.5170068027211
Corconne,2019,Résidences principales,257.820661518874
Cornillon,2019,Résidences principales,372.408129121955
Courry,2019,Résidences principales,141.951808764784
Crespian,2019,Résidences principales,171.240028560074
Cros,2019,Résidences principales,126.978249995338
Cruviers-Lascours,2019,Résidences principales,277.0
Deaux,2019,Résidences principales,271.549921434283
Dions,2019,Résidences principales,262.0
Domazan,2019,Résidences principales,395.0
Domessargues,2019,Résidences principales,297.0
Dourbies,2019,Résidences principales,83.4
Durfort-et-Saint-Martin-de-Sossenac,2019,Résidences principales,340.704
Estézargues,2019,Résidences principales,236.948348003289
L'Estréchure,2019,Résidences principales,86.0
Euzet,2019,Résidences principales,207.353730076917
Flaux,2019,Résidences principales,160.862008428457
Foissac,2019,Résidences principales,182.663677130046
Fons,2019,Résidences principales,610.025256212718
Fons-sur-Lussan,2019,Résidences principales,122.0
Fontanès,2019,Résidences principales,288.580710860523
Fontarèches,2019,Résidences principales,116.307692307692
Fournès,2019,Résidences principales,453.684995340171
Fourques,2019,Résidences principales,1282.00873362446
Fressac,2019,Résidences principales,65.9012345679012
Gagnières,2019,Résidences principales,537.163868712132
Gailhan,2019,Résidences principales,103.0
Gajan,2019,Résidences principales,289.595567867048
Gallargues-le-Montueux,2019,Résidences principales,1503.36659539807
Le Garn,2019,Résidences principales,96.4507042253521
Garons,2019,Résidences principales,1901.76955556957
Garrigues-Sainte-Eulalie,2019,Résidences principales,318.063089449667
Gaujac,2019,Résidences principales,458.0
Générac,2019,Résidences principales,1763.96590909095
Générargues,2019,Résidences principales,326.124161528545
Génolhac,2019,Résidences principales,416.788364192831
Goudargues,2019,Résidences principales,531.505936631397
La Grand-Combe,2019,Résidences principales,2394.61268028559
Le Grau-du-Roi,2019,Résidences principales,4490.98154931898
Issirac,2019,Résidences principales,128.581868241964
Jonquières-Saint-Vincent,2019,Résidences principales,1520.0
Junas,2019,Résidences principales,498.991155637364
Lamelouze,2019,Résidences principales,66.5144927536232
Langlade,2019,Résidences principales,928.265667599569
Lanuéjols,2019,Résidences principales,164.051252203645
Lasalle,2019,Résidences principales,608.334550112395
Laudun-l'Ardoise,2019,Résidences principales,2396.80168940334
Laval-Pradel,2019,Résidences principales,531.0
Laval-Saint-Roman,2019,Résidences principales,93.2488479262673
Lecques,2019,Résidences principales,186.615720524017
Lédenon,2019,Résidences principales,662.321648627978
Lédignan,2019,Résidences principales,614.766036049186
Lézan,2019,Résidences principales,674.660481532145
Liouc,2019,Résidences principales,139.0
Lirac,2019,Résidences principales,406.846282500835
Logrian-Florian,2019,Résidences principales,121.0
Lussan,2019,Résidences principales,228.381267313008
Les Mages,2019,Résidences principales,902.0
Malons-et-Elze,2019,Résidences principales,65.0
Mandagout,2019,Résidences principales,207.033537164048
Manduel,2019,Résidences principales,2860.04054916753
Marguerittes,2019,Résidences principales,3741.30316902096
Martignargues,2019,Résidences principales,173.591694948286
Le Martinet,2019,Résidences principales,386.820675131223
Maruéjols-lès-Gardon,2019,Résidences principales,111.0
Massanes,2019,Résidences principales,81.8505154639175
Massillargues-Attuech,2019,Résidences principales,311.0
Mauressargues,2019,Résidences principales,74.0
Méjannes-le-Clap,2019,Résidences principales,326.883388139937
Méjannes-lès-Alès,2019,Résidences principales,515.0
Meynes,2019,Résidences principales,1031.0
Meyrannes,2019,Résidences principales,411.0
Mialet,2019,Résidences principales,316.66760303818
Milhaud,2019,Résidences principales,2414.06025242028
Molières-Cavaillac,2019,Résidences principales,414.0
Molières-sur-Cèze,2019,Résidences principales,594.986454438444
Monoblet,2019,Résidences principales,330.181015616101
Mons,2019,Résidences principales,737.084120141615
Montaren-et-Saint-Médiers,2019,Résidences principales,656.551475881929
Montclus,2019,Résidences principales,105.0
Montdardier,2019,Résidences principales,108.080479823456
Monteils,2019,Résidences principales,273.267296144621
Montfaucon,2019,Résidences principales,638.0
Montfrin,2019,Résidences principales,1377.27021131667
Montignargues,2019,Résidences principales,240.143646908075
Montmirat,2019,Résidences principales,166.259466477946
Montpezat,2019,Résidences principales,532.500897677577
Moulézan,2019,Résidences principales,261.068477260468
Moussac,2019,Résidences principales,612.383065809843
Mus,2019,Résidences principales,578.503677848246
Nages-et-Solorgues,2019,Résidences principales,788.265680089506
Navacelles,2019,Résidences principales,143.0
Ners,2019,Résidences principales,314.494990079747
Nîmes,2019,Résidences principales,71240.1695665294
Orsan,2019,Résidences principales,518.0
Orthoux-Sérignac-Quilhan,2019,Résidences principales,203.158620689655
Parignargues,2019,Résidences principales,248.038811799469
Peyremale,2019,Résidences principales,150.338428664832
Peyrolles,2019,Résidences principales,18.5454545454545
Le Pin,2019,Résidences principales,183.346153846154
Les Plans,2019,Résidences principales,110.545774647887
Les Plantiers,2019,Résidences principales,138.536383378425
Pommiers,2019,Résidences principales,27.0
Pompignan,2019,Résidences principales,364.487094534553
Ponteils-et-Brésis,2019,Résidences principales,152.160731744864
Pont-Saint-Esprit,2019,Résidences principales,4772.09591853594
Portes,2019,Résidences principales,159.368699376884
Potelières,2019,Résidences principales,171.360335195532
Pougnadoresse,2019,Résidences principales,99.1951219512195
Poulx,2019,Résidences principales,1677.0
Pouzilhac,2019,Résidences principales,296.824616629894
Puechredon,2019,Résidences principales,19.4318181818182
Pujaut,2019,Résidences principales,1696.0
Quissac,2019,Résidences principales,1386.82722684831
Redessan,2019,Résidences principales,1584.47640343733
Remoulins,2019,Résidences principales,1033.02555243151
Revens,2019,Résidences principales,10.4761904761905
Ribaute-les-Tavernes,2019,Résidences principales,888.769119070668
Rivières,2019,Résidences principales,183.0
Robiac-Rochessadoule,2019,Résidences principales,422.256727328838
Rochefort-du-Gard,2019,Résidences principales,3114.57907902462
Rochegude,2019,Résidences principales,116.868106188027
Rogues,2019,Résidences principales,53.4953271028037
Roquedur,2019,Résidences principales,85.8636037128584
Roquemaure,2019,Résidences principales,2333.76800658231
La Roque-sur-Cèze,2019,Résidences principales,92.0282485875706
Rousson,2019,Résidences principales,1757.25674091447
La Rouvière,2019,Résidences principales,272.204671121108
Sabran,2019,Résidences principales,758.395713347292
Saint-Alexandre,2019,Résidences principales,524.059070144314
