LIBGEO,AN,TYPO,NOMBRE
Molières-Cavaillac,2021,T1,22
Molières-sur-Cèze,2021,T1,5
Monoblet,2021,T1,2
Mons,2021,T1,6
Montaren-et-Saint-Médiers,2021,T1,4
Montclus,2021,T1,10
Montdardier,2021,T1,1
Monteils,2021,T1,3
Montfaucon,2021,T1,1
Montfrin,2021,T1,9
Montignargues,2021,T1,3
Montmirat,2021,T1,0
Montpezat,2021,T1,6
Moulézan,2021,T1,1
Moussac,2021,T1,2
Mus,2021,T1,10
Nages-et-Solorgues,2021,T1,0
Navacelles,2021,T1,0
Ners,2021,T1,4
Nîmes,2021,T1,6375
Orsan,2021,T1,5
Orthoux-Sérignac-Quilhan,2021,T1,1
Parignargues,2021,T1,0
Peyremale,2021,T1,0
Peyrolles,2021,T1,1
Le Pin,2021,T1,0
Les Plans,2021,T1,0
Les Plantiers,2021,T1,1
Pommiers,2021,T1,1
Pompignan,2021,T1,2
Ponteils-et-Brésis,2021,T1,4
Pont-Saint-Esprit,2021,T1,97
Portes,2021,T1,1
Potelières,2021,T1,1
Pougnadoresse,2021,T1,1
Poulx,2021,T1,10
Pouzilhac,2021,T1,1
Puechredon,2021,T1,1
Pujaut,2021,T1,15
Quissac,2021,T1,25
Redessan,2021,T1,16
Remoulins,2021,T1,28
Revens,2021,T1,0
Ribaute-les-Tavernes,2021,T1,5
Rivières,2021,T1,1
Robiac-Rochessadoule,2021,T1,2
Rochefort-du-Gard,2021,T1,30
Rochegude,2021,T1,1
Rogues,2021,T1,1
Roquedur,2021,T1,5
Roquemaure,2021,T1,40
La Roque-sur-Cèze,2021,T1,1
Rousson,2021,T1,6
La Rouvière,2021,T1,0
Sabran,2021,T1,9
Saint-Alexandre,2021,T1,5
Saint-Ambroix,2021,T1,56
Sainte-Anastasie,2021,T1,7
Saint-André-de-Majencoules,2021,T1,2
Saint-André-de-Roquepertuis,2021,T1,4
Saint-André-de-Valborgne,2021,T1,7
Saint-André-d'Olérargues,2021,T1,3
Saint-Bauzély,2021,T1,0
Saint-Bénézet,2021,T1,1
Saint-Bonnet-du-Gard,2021,T1,5
Saint-Bonnet-de-Salendrinque,2021,T1,1
Saint-Brès,2021,T1,4
Saint-Bresson,2021,T1,1
Sainte-Cécile-d'Andorge,2021,T1,5
Saint-Césaire-de-Gauzignan,2021,T1,1
Saint-Chaptes,2021,T1,9
Saint-Christol-de-Rodières,2021,T1,2
Saint-Christol-lez-Alès,2021,T1,29
Saint-Clément,2021,T1,2
Saint-Côme-et-Maruéjols,2021,T1,2
Sainte-Croix-de-Caderle,2021,T1,1
Saint-Denis,2021,T1,1
Saint-Dézéry,2021,T1,1
Saint-Dionisy,2021,T1,4
Saint-Étienne-de-l'Olm,2021,T1,0
Saint-Étienne-des-Sorts,2021,T1,6
Saint-Félix-de-Pallières,2021,T1,2
Saint-Florent-sur-Auzonnet,2021,T1,4
Saint-Geniès-de-Comolas,2021,T1,8
Saint-Geniès-de-Malgoirès,2021,T1,19
Saint-Gervais,2021,T1,2
Saint-Gervasy,2021,T1,8
Saint-Gilles,2021,T1,130
Saint-Hilaire-de-Brethmas,2021,T1,16
Saint-Hilaire-d'Ozilhan,2021,T1,3
Saint-Hippolyte-de-Caton,2021,T1,0
Saint-Hippolyte-de-Montaigu,2021,T1,1
Saint-Hippolyte-du-Fort,2021,T1,51
Saint-Jean-de-Ceyrargues,2021,T1,0
Saint-Jean-de-Crieulon,2021,T1,0
Saint-Jean-de-Maruéjols-et-Avéjan,2021,T1,7
Saint-Jean-de-Serres,2021,T1,2
Saint-Jean-de-Valériscle,2021,T1,2
Saint-Jean-du-Gard,2021,T1,54
Saint-Jean-du-Pin,2021,T1,3
Saint-Julien-de-Cassagnas,2021,T1,4
Saint-Julien-de-la-Nef,2021,T1,3
Saint-Julien-de-Peyrolas,2021,T1,2
Saint-Julien-les-Rosiers,2021,T1,2
Saint-Just-et-Vacquières,2021,T1,0
Saint-Laurent-d'Aigouze,2021,T1,24
Saint-Laurent-de-Carnols,2021,T1,2
Saint-Laurent-des-Arbres,2021,T1,7
Saint-Laurent-la-Vernède,2021,T1,3
Saint-Laurent-le-Minier,2021,T1,3
Saint-Mamert-du-Gard,2021,T1,2
Saint-Marcel-de-Careiret,2021,T1,1
Saint-Martial,2021,T1,4
Saint-Martin-de-Valgalgues,2021,T1,25
Saint-Maurice-de-Cazevieille,2021,T1,7
Saint-Maximin,2021,T1,3
Saint-Michel-d'Euzet,2021,T1,0
Saint-Nazaire,2021,T1,1
Saint-Nazaire-des-Gardies,2021,T1,1
Saint-Paulet-de-Caisson,2021,T1,6
Saint-Paul-la-Coste,2021,T1,5
Saint-Pons-la-Calm,2021,T1,1
Saint-Privat-de-Champclos,2021,T1,0
Saint-Privat-des-Vieux,2021,T1,11
Saint-Quentin-la-Poterie,2021,T1,19
Saint-Roman-de-Codières,2021,T1,4
Saint-Sauveur-Camprieu,2021,T1,2
Saint-Sébastien-d'Aigrefeuille,2021,T1,1
Saint-Siffret,2021,T1,2
Saint-Théodorit,2021,T1,2
Saint-Victor-des-Oules,2021,T1,1
Saint-Victor-la-Coste,2021,T1,4
Saint-Victor-de-Malcap,2021,T1,3
Salazac,2021,T1,1
Salindres,2021,T1,16
Salinelles,2021,T1,2
Les Salles-du-Gardon,2021,T1,8
Sanilhac-Sagriès,2021,T1,4
Sardan,2021,T1,1
Saumane,2021,T1,0
Sauve,2021,T1,24
Sauveterre,2021,T1,9
Sauzet,2021,T1,1
Savignargues,2021,T1,1
Saze,2021,T1,20
Sénéchas,2021,T1,2
Sernhac,2021,T1,9
Servas,2021,T1,3
Serviers-et-Labaume,2021,T1,4
Seynes,2021,T1,1
Sommières,2021,T1,79
Soudorgues,2021,T1,4
Soustelle,2021,T1,2
Souvignargues,2021,T1,0
Sumène,2021,T1,8
Tavel,2021,T1,7
Tharaux,2021,T1,0
Théziers,2021,T1,2
Thoiras,2021,T1,9
Tornac,2021,T1,7
Tresques,2021,T1,8
Trèves,2021,T1,1
Uchaud,2021,T1,25
Uzès,2021,T1,219
Vabres,2021,T1,0
Vallabrègues,2021,T1,10
Vallabrix,2021,T1,0
Vallérargues,2021,T1,0
Val-d'Aigoual,2021,T1,16
Valliguières,2021,T1,11
Vauvert,2021,T1,73
Vénéjan,2021,T1,0
Verfeuil,2021,T1,20
Vergèze,2021,T1,37
La Vernarède,2021,T1,2
Vers-Pont-du-Gard,2021,T1,8
Vestric-et-Candiac,2021,T1,7
Vézénobres,2021,T1,19
Vic-le-Fesq,2021,T1,4
Le Vigan,2021,T1,66
Villeneuve-lès-Avignon,2021,T1,330
Villevieille,2021,T1,8
Vissec,2021,T1,0
Montagnac,2021,T1,0
Saint-Paul-les-Fonts,2021,T1,1
Rodilhan,2021,T1,104
Abeilhan,2021,T1,0
Adissan,2021,T1,2
Agde,2021,T1,852
Agel,2021,T1,2
Agonès,2021,T1,2
Aigne,2021,T1,1
Aigues-Vives,2021,T1,3
Les Aires,2021,T1,2
Alignan-du-Vent,2021,T1,4
Aniane,2021,T1,33
Arboras,2021,T1,7
Argelliers,2021,T1,16
Aspiran,2021,T1,5
Assas,2021,T1,7
Assignan,2021,T1,3
Aumelas,2021,T1,1
Aumes,2021,T1,1
Autignac,2021,T1,5
Avène,2021,T1,5
Azillanet,2021,T1,0
Babeau-Bouldoux,2021,T1,1
Baillargues,2021,T1,134
Balaruc-les-Bains,2021,T1,112
Balaruc-le-Vieux,2021,T1,13
Bassan,2021,T1,6
Beaufort,2021,T1,2
Beaulieu,2021,T1,7
Bédarieux,2021,T1,107
Bélarga,2021,T1,1
Berlou,2021,T1,0
Bessan,2021,T1,16
Béziers,2021,T1,1656
Boisseron,2021,T1,5
Boisset,2021,T1,0
La Boissière,2021,T1,3
Le Bosc,2021,T1,6
Boujan-sur-Libron,2021,T1,29
Le Bousquet-d'Orb,2021,T1,7
Bouzigues,2021,T1,24
Brenas,2021,T1,1
Brignac,2021,T1,4
Brissac,2021,T1,1
Buzignargues,2021,T1,1
Cabrerolles,2021,T1,2
Cabrières,2021,T1,4
Cambon-et-Salvergues,2021,T1,0
Campagnan,2021,T1,0
Campagne,2021,T1,6
Camplong,2021,T1,1
Candillargues,2021,T1,6
Canet,2021,T1,9
Capestang,2021,T1,18
Carlencas-et-Levas,2021,T1,0
Cassagnoles,2021,T1,0
Castanet-le-Haut,2021,T1,0
Castelnau-de-Guers,2021,T1,4
Castelnau-le-Lez,2021,T1,1204
Castries,2021,T1,69
La Caunette,2021,T1,1
Causse-de-la-Selle,2021,T1,2
Causses-et-Veyran,2021,T1,4
Caussiniojouls,2021,T1,0
Caux,2021,T1,7
Le Caylar,2021,T1,10
Cazedarnes,2021,T1,1
Cazevieille,2021,T1,0
Cazilhac,2021,T1,4
Cazouls-d'Hérault,2021,T1,2
Cazouls-lès-Béziers,2021,T1,23
Cébazan,2021,T1,3
Ceilhes-et-Rocozels,2021,T1,3
Celles,2021,T1,2
Cers,2021,T1,4
Cessenon-sur-Orb,2021,T1,7
Cesseras,2021,T1,1
Ceyras,2021,T1,6
Clapiers,2021,T1,76
Claret,2021,T1,7
Clermont-l'Hérault,2021,T1,145
Colombières-sur-Orb,2021,T1,1
Colombiers,2021,T1,36
Combaillaux,2021,T1,4
Combes,2021,T1,1
Corneilhan,2021,T1,3
Coulobres,2021,T1,0
Courniou,2021,T1,1
Cournonsec,2021,T1,28
Cournonterral,2021,T1,43
Creissan,2021,T1,4
Le Crès,2021,T1,58
Le Cros,2021,T1,0
Cruzy,2021,T1,2
Dio-et-Valquières,2021,T1,1
Espondeilhan,2021,T1,4
Fabrègues,2021,T1,45
Faugères,2021,T1,3
Félines-Minervois,2021,T1,7
Ferrals-les-Montagnes,2021,T1,1
Ferrières-les-Verreries,2021,T1,0
Ferrières-Poussarou,2021,T1,0
Florensac,2021,T1,23
Fontanès,2021,T1,0
Fontès,2021,T1,7
Fos,2021,T1,1
Fouzilhon,2021,T1,0
Fozières,2021,T1,1
Fraisse-sur-Agout,2021,T1,4
Frontignan,2021,T1,120
Gabian,2021,T1,2
Galargues,2021,T1,3
Ganges,2021,T1,62
Garrigues,2021,T1,0
Gigean,2021,T1,22
Gignac,2021,T1,75
Gorniès,2021,T1,1
Grabels,2021,T1,595
Graissessac,2021,T1,4
Guzargues,2021,T1,2
Hérépian,2021,T1,7
Jacou,2021,T1,57
Joncels,2021,T1,2
Jonquières,2021,T1,2
Juvignac,2021,T1,278
Lacoste,2021,T1,1
Lagamas,2021,T1,0
Lamalou-les-Bains,2021,T1,49
Lansargues,2021,T1,11
Laroque,2021,T1,7
Lattes,2021,T1,390
Laurens,2021,T1,5
Lauret,2021,T1,0
Lauroux,2021,T1,0
Lavalette,2021,T1,0
Lavérune,2021,T1,24
Lespignan,2021,T1,14
Lézignan-la-Cèbe,2021,T1,3
Liausson,2021,T1,1
Lieuran-Cabrières,2021,T1,3
Lieuran-lès-Béziers,2021,T1,0
Lignan-sur-Orb,2021,T1,5
La Livinière,2021,T1,0
Lodève,2021,T1,126
Loupian,2021,T1,10
Lunas,2021,T1,2
Lunel,2021,T1,420
Lunel-Viel,2021,T1,7
Magalas,2021,T1,9
Maraussan,2021,T1,10
Margon,2021,T1,1
Marseillan,2021,T1,83
Marsillargues,2021,T1,98
Mas-de-Londres,2021,T1,5
Les Matelles,2021,T1,5
Mauguio,2021,T1,590
Maureilhan,2021,T1,3
Mérifons,2021,T1,0
Mèze,2021,T1,134
Minerve,2021,T1,3
Mireval,2021,T1,19
Mons,2021,T1,1
Montady,2021,T1,8
Montagnac,2021,T1,29
Montarnaud,2021,T1,11
Montaud,2021,T1,4
Montbazin,2021,T1,19
Montblanc,2021,T1,9
Montels,2021,T1,0
Montesquieu,2021,T1,0
Montferrier-sur-Lez,2021,T1,47
Montouliers,2021,T1,1
Montoulieu,2021,T1,4
Montpellier,2021,T1,29958
Montpeyroux,2021,T1,2
Moulès-et-Baucels,2021,T1,7
Mourèze,2021,T1,6
Mudaison,2021,T1,11
Murles,2021,T1,0
Murviel-lès-Béziers,2021,T1,2
Murviel-lès-Montpellier,2021,T1,9
Nébian,2021,T1,7
Neffiès,2021,T1,3
Nézignan-l'Évêque,2021,T1,2
Nissan-lez-Enserune,2021,T1,17
Nizas,2021,T1,4
Notre-Dame-de-Londres,2021,T1,2
Octon,2021,T1,4
Olargues,2021,T1,6
Olmet-et-Villecun,2021,T1,2
Olonzac,2021,T1,9
Oupia,2021,T1,1
Pailhès,2021,T1,0
Palavas-les-Flots,2021,T1,329
Pardailhan,2021,T1,3
Paulhan,2021,T1,21
Pégairolles-de-Buèges,2021,T1,0
Pégairolles-de-l'Escalette,2021,T1,0
Péret,2021,T1,1
Pérols,2021,T1,227
Pézenas,2021,T1,190
Pézènes-les-Mines,2021,T1,0
Pierrerue,2021,T1,1
Pignan,2021,T1,40
Pinet,2021,T1,3
Plaissan,2021,T1,6
Les Plans,2021,T1,3
Poilhes,2021,T1,7
Pomérols,2021,T1,10
Popian,2021,T1,0
Portiragnes,2021,T1,19
Le Pouget,2021,T1,7
Le Poujol-sur-Orb,2021,T1,10
Poujols,2021,T1,0
Poussan,2021,T1,73
Pouzolles,2021,T1,2
Pouzols,2021,T1,1
Le Pradal,2021,T1,0
Prades-le-Lez,2021,T1,46
Prades-sur-Vernazobre,2021,T1,1
Prémian,2021,T1,2
Le Puech,2021,T1,0
Puéchabon,2021,T1,4
Puilacher,2021,T1,2
Puimisson,2021,T1,3
Puissalicon,2021,T1,4
Puisserguier,2021,T1,12
Quarante,2021,T1,7
Restinclières,2021,T1,9
Rieussec,2021,T1,0
Riols,2021,T1,1
Les Rives,2021,T1,0
Romiguières,2021,T1,1
Roquebrun,2021,T1,5
Roqueredonde,2021,T1,7
Roquessels,2021,T1,2
Rosis,2021,T1,1
Rouet,2021,T1,1
Roujan,2021,T1,9
Saint-André-de-Buèges,2021,T1,1
Saint-André-de-Sangonis,2021,T1,21
Saint-Aunès,2021,T1,25
Saint-Bauzille-de-la-Sylve,2021,T1,2
Saint-Bauzille-de-Montmel,2021,T1,5
Saint-Bauzille-de-Putois,2021,T1,6
Saint-Brès,2021,T1,38
Saint-Chinian,2021,T1,4
Entre-Vignes,2021,T1,3
Saint-Clément-de-Rivière,2021,T1,310
Sainte-Croix-de-Quintillargues,2021,T1,3
Saint-Drézéry,2021,T1,6
Saint-Étienne-d'Albagnan,2021,T1,3
Saint-Étienne-de-Gourgas,2021,T1,2
Saint-Étienne-Estréchoux,2021,T1,1
Saint-Félix-de-l'Héras,2021,T1,0
Saint-Félix-de-Lodez,2021,T1,8
Saint-Gély-du-Fesc,2021,T1,48
Saint-Geniès-des-Mourgues,2021,T1,5
Saint-Geniès-de-Varensal,2021,T1,0
Saint-Geniès-de-Fontedit,2021,T1,2
Saint-Georges-d'Orques,2021,T1,35
Saint-Gervais-sur-Mare,2021,T1,6
Saint-Guilhem-le-Désert,2021,T1,4
Saint-Guiraud,2021,T1,1
Saint-Hilaire-de-Beauvoir,2021,T1,0
Saint-Jean-de-Buèges,2021,T1,1
Saint-Jean-de-Cornies,2021,T1,1
Saint-Jean-de-Cuculles,2021,T1,2
Saint-Jean-de-Fos,2021,T1,9
Saint-Jean-de-la-Blaquière,2021,T1,5
Saint-Jean-de-Minervois,2021,T1,0
Saint-Jean-de-Védas,2021,T1,111
Saint-Julien,2021,T1,4
Saint-Just,2021,T1,9
Saint-Martin-de-l'Arçon,2021,T1,1
Saint-Martin-de-Londres,2021,T1,24
Saint-Mathieu-de-Tréviers,2021,T1,24
Saint-Maurice-Navacelles,2021,T1,0
Saint-Michel,2021,T1,0
Saint-Nazaire-de-Ladarez,2021,T1,3
Saint-Nazaire-de-Pézan,2021,T1,4
Saint-Pargoire,2021,T1,4
Saint-Paul-et-Valmalle,2021,T1,7
Saint-Pierre-de-la-Fage,2021,T1,0
Saint-Pons-de-Thomières,2021,T1,11
Saint-Pons-de-Mauchiens,2021,T1,3
Saint-Privat,2021,T1,6
Saint-Saturnin-de-Lucian,2021,T1,1
Saint-Sériès,2021,T1,0
Saint-Thibéry,2021,T1,17
Saint-Vincent-de-Barbeyrargues,2021,T1,1
Saint-Vincent-d'Olargues,2021,T1,7
Salasc,2021,T1,2
La Salvetat-sur-Agout,2021,T1,4
Saturargues,2021,T1,1
Saussan,2021,T1,4
Saussines,2021,T1,5
Sauteyrargues,2021,T1,2
Sauvian,2021,T1,5
Sérignan,2021,T1,49
Servian,2021,T1,23
Sète,2021,T1,1054
Siran,2021,T1,2
Sorbs,2021,T1,0
Soubès,2021,T1,2
Le Soulié,2021,T1,1
Soumont,2021,T1,0
Sussargues,2021,T1,11
Taussac-la-Billière,2021,T1,0
Teyran,2021,T1,15
Thézan-lès-Béziers,2021,T1,7
Tourbes,2021,T1,4
La Tour-sur-Orb,2021,T1,4
Tressan,2021,T1,1
Le Triadou,2021,T1,0
Usclas-d'Hérault,2021,T1,0
Usclas-du-Bosc,2021,T1,0
La Vacquerie-et-Saint-Martin-de-Castries,2021,T1,2
Vacquières,2021,T1,6
Vailhan,2021,T1,0
Vailhauquès,2021,T1,6
Valergues,2021,T1,5
Valflaunès,2021,T1,4
Valmascle,2021,T1,1
Valras-Plage,2021,T1,83
Valros,2021,T1,6
Vélieux,2021,T1,1
Vendargues,2021,T1,102
Vendémian,2021,T1,3
Vendres,2021,T1,9
Verreries-de-Moussans,2021,T1,0
Vias,2021,T1,48
Vic-la-Gardiole,2021,T1,24
Vieussan,2021,T1,5
Villemagne-l'Argentière,2021,T1,0
Villeneuve-lès-Béziers,2021,T1,29
Villeneuve-lès-Maguelone,2021,T1,104
Villeneuvette,2021,T1,0
Villespassans,2021,T1,2
Villetelle,2021,T1,5
Villeveyrac,2021,T1,5
Viols-en-Laval,2021,T1,0
Viols-le-Fort,2021,T1,6
La Grande-Motte,2021,T1,1137
Aigaliers,2020,T1,4
Aigremont,2020,T1,4
Aigues-Mortes,2020,T1,72
Aigues-Vives,2020,T1,24
Aiguèze,2020,T1,2
Aimargues,2020,T1,26
Alès,2020,T1,1131
Allègre-les-Fumades,2020,T1,8
Alzon,2020,T1,0
Anduze,2020,T1,57
Les Angles,2020,T1,103
Aramon,2020,T1,45
Argilliers,2020,T1,0
Arpaillargues-et-Aureillac,2020,T1,2
Arphy,2020,T1,3
Arre,2020,T1,1
Arrigas,2020,T1,0
Aspères,2020,T1,1
Aubais,2020,T1,24
Aubord,2020,T1,5
Aubussargues,2020,T1,0
Aujac,2020,T1,3
Aujargues,2020,T1,1
Aulas,2020,T1,1
Aumessas,2020,T1,1
Avèze,2020,T1,7
Bagard,2020,T1,5
Bagnols-sur-Cèze,2020,T1,249
Barjac,2020,T1,14
Baron,2020,T1,0
La Bastide-d'Engras,2020,T1,0
Beaucaire,2020,T1,96
Beauvoisin,2020,T1,21
Bellegarde,2020,T1,64
Belvézet,2020,T1,2
Bernis,2020,T1,19
Bessèges,2020,T1,16
Bez-et-Esparon,2020,T1,5
Bezouce,2020,T1,10
Blandas,2020,T1,1
Blauzac,2020,T1,2
Boisset-et-Gaujac,2020,T1,5
Boissières,2020,T1,1
Bonnevaux,2020,T1,3
Bordezac,2020,T1,2
Boucoiran-et-Nozières,2020,T1,2
Bouillargues,2020,T1,24
Bouquet,2020,T1,0
Bourdic,2020,T1,0
Bragassargues,2020,T1,0
Branoux-les-Taillades,2020,T1,1
Bréau-Mars,2020,T1,2
Brignon,2020,T1,2
Brouzet-lès-Quissac,2020,T1,3
Brouzet-lès-Alès,2020,T1,0
La Bruguière,2020,T1,2
Cabrières,2020,T1,12
La Cadière-et-Cambo,2020,T1,2
Le Cailar,2020,T1,7
Caissargues,2020,T1,11
La Calmette,2020,T1,24
Calvisson,2020,T1,47
Campestre-et-Luc,2020,T1,0
Canaules-et-Argentières,2020,T1,2
Cannes-et-Clairan,2020,T1,0
La Capelle-et-Masmolène,2020,T1,0
Cardet,2020,T1,1
Carnas,2020,T1,2
Carsan,2020,T1,3
Cassagnoles,2020,T1,0
Castelnau-Valence,2020,T1,3
Castillon-du-Gard,2020,T1,21
Causse-Bégon,2020,T1,0
Caveirac,2020,T1,30
Cavillargues,2020,T1,0
Cendras,2020,T1,7
Chambon,2020,T1,1
Chamborigaud,2020,T1,4
Chusclan,2020,T1,6
Clarensac,2020,T1,15
Codognan,2020,T1,5
Codolet,2020,T1,3
Collias,2020,T1,12
Collorgues,2020,T1,0
Colognac,2020,T1,1
Combas,2020,T1,3
Comps,2020,T1,2
Concoules,2020,T1,1
Congénies,2020,T1,2
Connaux,2020,T1,8
Conqueyrac,2020,T1,0
Corbès,2020,T1,1
Corconne,2020,T1,2
Cornillon,2020,T1,2
Courry,2020,T1,2
Crespian,2020,T1,2
Cros,2020,T1,2
Cruviers-Lascours,2020,T1,5
Deaux,2020,T1,1
Dions,2020,T1,3
Domazan,2020,T1,11
Domessargues,2020,T1,0
Dourbies,2020,T1,5
Durfort-et-Saint-Martin-de-Sossenac,2020,T1,5
Estézargues,2020,T1,2
L'Estréchure,2020,T1,0
Euzet,2020,T1,0
Flaux,2020,T1,1
Foissac,2020,T1,1
Fons,2020,T1,5
Fons-sur-Lussan,2020,T1,0
Fontanès,2020,T1,2
Fontarèches,2020,T1,1
Fournès,2020,T1,8
Fourques,2020,T1,7
Fressac,2020,T1,5
Gagnières,2020,T1,4
Gailhan,2020,T1,1
Gajan,2020,T1,1
Gallargues-le-Montueux,2020,T1,14
Le Garn,2020,T1,2
Garons,2020,T1,24
Garrigues-Sainte-Eulalie,2020,T1,0
Gaujac,2020,T1,5
Générac,2020,T1,16
Générargues,2020,T1,8
Génolhac,2020,T1,18
Goudargues,2020,T1,6
La Grand-Combe,2020,T1,29
Le Grau-du-Roi,2020,T1,462
Issirac,2020,T1,0
Jonquières-Saint-Vincent,2020,T1,17
Junas,2020,T1,6
Lamelouze,2020,T1,0
Langlade,2020,T1,3
Lanuéjols,2020,T1,8
Lasalle,2020,T1,22
Laudun-l'Ardoise,2020,T1,17
Laval-Pradel,2020,T1,0
Laval-Saint-Roman,2020,T1,0
Lecques,2020,T1,1
Lédenon,2020,T1,9
Lédignan,2020,T1,7
Lézan,2020,T1,15
Liouc,2020,T1,2
Lirac,2020,T1,6
Logrian-Florian,2020,T1,1
Lussan,2020,T1,1
Les Mages,2020,T1,0
Malons-et-Elze,2020,T1,10
Mandagout,2020,T1,0
Manduel,2020,T1,31
Marguerittes,2020,T1,97
Martignargues,2020,T1,0
Le Martinet,2020,T1,36
Maruéjols-lès-Gardon,2020,T1,0
Massanes,2020,T1,0
Massillargues-Attuech,2020,T1,3
Mauressargues,2020,T1,0
Méjannes-le-Clap,2020,T1,2
Méjannes-lès-Alès,2020,T1,3
Meynes,2020,T1,15
Meyrannes,2020,T1,3
Mialet,2020,T1,7
Milhaud,2020,T1,70
Molières-Cavaillac,2020,T1,22
Molières-sur-Cèze,2020,T1,5
Monoblet,2020,T1,2
Mons,2020,T1,6
Montaren-et-Saint-Médiers,2020,T1,4
Montclus,2020,T1,10
Montdardier,2020,T1,1
Monteils,2020,T1,3
Montfaucon,2020,T1,1
Montfrin,2020,T1,9
Montignargues,2020,T1,5
Montmirat,2020,T1,0
Montpezat,2020,T1,6
Moulézan,2020,T1,1
Moussac,2020,T1,2
Mus,2020,T1,10
Nages-et-Solorgues,2020,T1,0
Navacelles,2020,T1,0
Ners,2020,T1,0
Nîmes,2020,T1,5656
Orsan,2020,T1,5
Orthoux-Sérignac-Quilhan,2020,T1,1
Parignargues,2020,T1,0
Peyremale,2020,T1,0
Peyrolles,2020,T1,1
Le Pin,2020,T1,0
Les Plans,2020,T1,0
Les Plantiers,2020,T1,1
Pommiers,2020,T1,1
Pompignan,2020,T1,2
Ponteils-et-Brésis,2020,T1,6
Pont-Saint-Esprit,2020,T1,117
Portes,2020,T1,1
Potelières,2020,T1,1
Pougnadoresse,2020,T1,0
Poulx,2020,T1,9
Pouzilhac,2020,T1,1
Puechredon,2020,T1,1
Pujaut,2020,T1,14
Quissac,2020,T1,25
Redessan,2020,T1,15
Remoulins,2020,T1,27
Revens,2020,T1,0
Ribaute-les-Tavernes,2020,T1,5
Rivières,2020,T1,1
Robiac-Rochessadoule,2020,T1,2
Rochefort-du-Gard,2020,T1,29
Rochegude,2020,T1,1
Rogues,2020,T1,2
Roquedur,2020,T1,5
Roquemaure,2020,T1,47
La Roque-sur-Cèze,2020,T1,1
Rousson,2020,T1,6
La Rouvière,2020,T1,0
Sabran,2020,T1,9
Saint-Alexandre,2020,T1,4
Saint-Ambroix,2020,T1,54
Sainte-Anastasie,2020,T1,7
Saint-André-de-Majencoules,2020,T1,2
Saint-André-de-Roquepertuis,2020,T1,4
Saint-André-de-Valborgne,2020,T1,7
Saint-André-d'Olérargues,2020,T1,3
Saint-Bauzély,2020,T1,0
Saint-Bénézet,2020,T1,1
Saint-Bonnet-du-Gard,2020,T1,2
Saint-Bonnet-de-Salendrinque,2020,T1,1
Saint-Brès,2020,T1,2
Saint-Bresson,2020,T1,1
Sainte-Cécile-d'Andorge,2020,T1,5
Saint-Césaire-de-Gauzignan,2020,T1,1
Saint-Chaptes,2020,T1,9
Saint-Christol-de-Rodières,2020,T1,5
Saint-Christol-lez-Alès,2020,T1,28
Saint-Clément,2020,T1,2
Saint-Côme-et-Maruéjols,2020,T1,2
Sainte-Croix-de-Caderle,2020,T1,1
Saint-Denis,2020,T1,1
Saint-Dézéry,2020,T1,2
Saint-Dionisy,2020,T1,4
Saint-Étienne-de-l'Olm,2020,T1,0
Saint-Étienne-des-Sorts,2020,T1,6
Saint-Félix-de-Pallières,2020,T1,2
Saint-Florent-sur-Auzonnet,2020,T1,0
Saint-Geniès-de-Comolas,2020,T1,8
Saint-Geniès-de-Malgoirès,2020,T1,19
Saint-Gervais,2020,T1,2
Saint-Gervasy,2020,T1,8
Saint-Gilles,2020,T1,127
Saint-Hilaire-de-Brethmas,2020,T1,16
Saint-Hilaire-d'Ozilhan,2020,T1,3
Saint-Hippolyte-de-Caton,2020,T1,0
Saint-Hippolyte-de-Montaigu,2020,T1,1
Saint-Hippolyte-du-Fort,2020,T1,51
Saint-Jean-de-Ceyrargues,2020,T1,0
Saint-Jean-de-Crieulon,2020,T1,0
Saint-Jean-de-Maruéjols-et-Avéjan,2020,T1,7
Saint-Jean-de-Serres,2020,T1,7
Saint-Jean-de-Valériscle,2020,T1,2
Saint-Jean-du-Gard,2020,T1,50
Saint-Jean-du-Pin,2020,T1,3
Saint-Julien-de-Cassagnas,2020,T1,4
Saint-Julien-de-la-Nef,2020,T1,3
Saint-Julien-de-Peyrolas,2020,T1,1
Saint-Julien-les-Rosiers,2020,T1,2
Saint-Just-et-Vacquières,2020,T1,0
Saint-Laurent-d'Aigouze,2020,T1,28
Saint-Laurent-de-Carnols,2020,T1,1
Saint-Laurent-des-Arbres,2020,T1,7
Saint-Laurent-la-Vernède,2020,T1,3
Saint-Laurent-le-Minier,2020,T1,3
Saint-Mamert-du-Gard,2020,T1,2
Saint-Marcel-de-Careiret,2020,T1,1
Saint-Martial,2020,T1,4
Saint-Martin-de-Valgalgues,2020,T1,25
Saint-Maurice-de-Cazevieille,2020,T1,7
Saint-Maximin,2020,T1,3
Saint-Michel-d'Euzet,2020,T1,0
Saint-Nazaire,2020,T1,1
Saint-Nazaire-des-Gardies,2020,T1,1
Saint-Paulet-de-Caisson,2020,T1,6
Saint-Paul-la-Coste,2020,T1,5
Saint-Pons-la-Calm,2020,T1,1
Saint-Privat-de-Champclos,2020,T1,0
Saint-Privat-des-Vieux,2020,T1,17
Saint-Quentin-la-Poterie,2020,T1,19
Saint-Roman-de-Codières,2020,T1,4
Saint-Sauveur-Camprieu,2020,T1,2
Saint-Sébastien-d'Aigrefeuille,2020,T1,2
