LIBGEO,AN,LOG,TYPE_HABITAT,NOMBRE
Montady,2016,1752,Maisons,1655
Montagnac,2016,2289,Maisons,1866
Montarnaud,2016,1363,Maisons,1158
Montaud,2016,430,Maisons,388
Montbazin,2016,1335,Maisons,1054
Montblanc,2016,1426,Maisons,1269
Montels,2016,128,Maisons,116
Montesquieu,2016,62,Maisons,59
Montferrier-sur-Lez,2016,1699,Maisons,1354
Montouliers,2016,225,Maisons,209
Montoulieu,2016,108,Maisons,69
Montpellier,2016,165739,Maisons,20627
Montpeyroux,2016,743,Maisons,698
Moulès-et-Baucels,2016,410,Maisons,392
Mourèze,2016,121,Maisons,102
Mudaison,2016,1168,Maisons,962
Murles,2016,134,Maisons,132
Murviel-lès-Béziers,2016,1589,Maisons,1415
Murviel-lès-Montpellier,2016,776,Maisons,681
Nébian,2016,742,Maisons,673
Neffiès,2016,683,Maisons,670
Nézignan-l'Évêque,2016,919,Maisons,836
Nissan-lez-Enserune,2016,2106,Maisons,1793
Nizas,2016,429,Maisons,385
Notre-Dame-de-Londres,2016,271,Maisons,230
Octon,2016,327,Maisons,300
Olargues,2016,486,Maisons,405
Olmet-et-Villecun,2016,117,Maisons,114
Olonzac,2016,1086,Maisons,944
Oupia,2016,233,Maisons,221
Pailhès,2016,313,Maisons,284
Palavas-les-Flots,2016,8611,Maisons,1729
Pardailhan,2016,232,Maisons,220
Paulhan,2016,1937,Maisons,1680
Pégairolles-de-Buèges,2016,83,Maisons,80
Pégairolles-de-l'Escalette,2016,167,Maisons,154
Péret,2016,582,Maisons,546
Pérols,2016,4392,Maisons,3451
Pézenas,2016,5148,Maisons,2644
Pézènes-les-Mines,2016,183,Maisons,171
Pierrerue,2016,232,Maisons,226
Pignan,2016,2925,Maisons,2247
Pinet,2016,864,Maisons,792
Plaissan,2016,543,Maisons,490
Les Plans,2016,200,Maisons,190
Poilhes,2016,339,Maisons,291
Pomérols,2016,1329,Maisons,1224
Popian,2016,177,Maisons,158
Portiragnes,2016,4312,Maisons,3858
Le Pouget,2016,1010,Maisons,904
Le Poujol-sur-Orb,2016,707,Maisons,603
Poujols,2016,107,Maisons,99
Poussan,2016,2794,Maisons,2092
Pouzolles,2016,654,Maisons,614
Pouzols,2016,435,Maisons,403
Le Pradal,2016,167,Maisons,161
Prades-le-Lez,2016,2395,Maisons,1818
Prades-sur-Vernazobre,2016,235,Maisons,224
Prémian,2016,415,Maisons,383
Le Puech,2016,156,Maisons,152
Puéchabon,2016,311,Maisons,294
Puilacher,2016,211,Maisons,208
Puimisson,2016,540,Maisons,502
Puissalicon,2016,752,Maisons,709
Puisserguier,2016,1608,Maisons,1423
Quarante,2016,1066,Maisons,968
Restinclières,2016,732,Maisons,653
Rieussec,2016,100,Maisons,97
Riols,2016,650,Maisons,620
Les Rives,2016,108,Maisons,105
Romiguières,2016,24,Maisons,22
Roquebrun,2016,668,Maisons,618
Roqueredonde,2016,115,Maisons,96
Roquessels,2016,84,Maisons,82
Rosis,2016,329,Maisons,295
Rouet,2016,45,Maisons,39
Roujan,2016,1306,Maisons,1197
Saint-André-de-Buèges,2016,49,Maisons,43
Saint-André-de-Sangonis,2016,2690,Maisons,2251
Saint-Aunès,2016,1444,Maisons,1079
Saint-Bauzille-de-la-Sylve,2016,421,Maisons,390
Saint-Bauzille-de-Montmel,2016,479,Maisons,427
Saint-Bauzille-de-Putois,2016,1038,Maisons,918
Saint-Brès,2016,1334,Maisons,962
Saint-Chinian,2016,1327,Maisons,1132
Entre-Vignes,2016,983,Maisons,892
Saint-Clément-de-Rivière,2016,2285,Maisons,1695
Sainte-Croix-de-Quintillargues,2016,322,Maisons,298
Saint-Drézéry,2016,986,Maisons,845
Saint-Étienne-d'Albagnan,2016,298,Maisons,273
Saint-Étienne-de-Gourgas,2016,282,Maisons,263
Saint-Étienne-Estréchoux,2016,257,Maisons,160
Saint-Félix-de-l'Héras,2016,38,Maisons,35
Saint-Félix-de-Lodez,2016,557,Maisons,484
Saint-Gély-du-Fesc,2016,4195,Maisons,3623
Saint-Geniès-des-Mourgues,2016,874,Maisons,759
Saint-Geniès-de-Varensal,2016,147,Maisons,132
Saint-Geniès-de-Fontedit,2016,897,Maisons,858
Saint-Georges-d'Orques,2016,2668,Maisons,1814
Saint-Gervais-sur-Mare,2016,746,Maisons,682
Saint-Guilhem-le-Désert,2016,246,Maisons,198
Saint-Guiraud,2016,132,Maisons,129
Saint-Hilaire-de-Beauvoir,2016,175,Maisons,157
Saint-Jean-de-Buèges,2016,195,Maisons,156
Saint-Jean-de-Cornies,2016,277,Maisons,274
Saint-Jean-de-Cuculles,2016,196,Maisons,180
Saint-Jean-de-Fos,2016,943,Maisons,850
Saint-Jean-de-la-Blaquière,2016,382,Maisons,349
Saint-Jean-de-Minervois,2016,148,Maisons,143
Saint-Jean-de-Védas,2016,4383,Maisons,3072
Saint-Julien,2016,234,Maisons,214
Saint-Just,2016,1350,Maisons,1163
Saint-Martin-de-l'Arçon,2016,162,Maisons,154
Saint-Martin-de-Londres,2016,1243,Maisons,1052
Saint-Mathieu-de-Tréviers,2016,1915,Maisons,1403
Saint-Maurice-Navacelles,2016,216,Maisons,146
Saint-Michel,2016,68,Maisons,66
Saint-Nazaire-de-Ladarez,2016,296,Maisons,277
Saint-Nazaire-de-Pézan,2016,288,Maisons,247
Saint-Pargoire,2016,1172,Maisons,1079
Saint-Paul-et-Valmalle,2016,499,Maisons,429
Saint-Pierre-de-la-Fage,2016,94,Maisons,84
Saint-Pons-de-Thomières,2016,1481,Maisons,1024
Saint-Pons-de-Mauchiens,2016,423,Maisons,381
Saint-Privat,2016,322,Maisons,310
Saint-Saturnin-de-Lucian,2016,194,Maisons,177
Saint-Sériès,2016,422,Maisons,362
Saint-Thibéry,2016,1424,Maisons,1175
Saint-Vincent-de-Barbeyrargues,2016,292,Maisons,264
Saint-Vincent-d'Olargues,2016,331,Maisons,308
Salasc,2016,211,Maisons,200
La Salvetat-sur-Agout,2016,1636,Maisons,1380
Saturargues,2016,408,Maisons,363
Saussan,2016,627,Maisons,569
Saussines,2016,469,Maisons,426
Sauteyrargues,2016,194,Maisons,177
Sauvian,2016,2457,Maisons,2206
Sérignan,2016,4526,Maisons,3552
Servian,2016,2435,Maisons,2123
Sète,2016,31926,Maisons,6050
Siran,2016,562,Maisons,526
Sorbs,2016,67,Maisons,61
Soubès,2016,547,Maisons,481
Le Soulié,2016,269,Maisons,257
Soumont,2016,156,Maisons,118
Sussargues,2016,1122,Maisons,990
Taussac-la-Billière,2016,309,Maisons,267
Teyran,2016,1938,Maisons,1773
Thézan-lès-Béziers,2016,1492,Maisons,1280
Tourbes,2016,862,Maisons,804
La Tour-sur-Orb,2016,861,Maisons,807
Tressan,2016,362,Maisons,340
Le Triadou,2016,191,Maisons,160
Usclas-d'Hérault,2016,202,Maisons,197
Usclas-du-Bosc,2016,134,Maisons,124
La Vacquerie-et-Saint-Martin-de-Castries,2016,187,Maisons,178
Vacquières,2016,465,Maisons,448
Vailhan,2016,116,Maisons,111
Vailhauquès,2016,1026,Maisons,951
Valergues,2016,854,Maisons,753
Valflaunès,2016,368,Maisons,333
Valmascle,2016,30,Maisons,29
Valras-Plage,2016,9119,Maisons,4590
Valros,2016,853,Maisons,730
Vélieux,2016,69,Maisons,60
Vendargues,2016,2867,Maisons,2044
Vendémian,2016,507,Maisons,473
Vendres,2016,2391,Maisons,2277
Verreries-de-Moussans,2016,122,Maisons,120
Vias,2016,5361,Maisons,3332
Vic-la-Gardiole,2016,2305,Maisons,2075
Vieussan,2016,324,Maisons,292
Villemagne-l'Argentière,2016,298,Maisons,286
Villeneuve-lès-Béziers,2016,2449,Maisons,1813
Villeneuve-lès-Maguelone,2016,4148,Maisons,3004
Villeneuvette,2016,64,Maisons,54
Villespassans,2016,135,Maisons,132
Villetelle,2016,592,Maisons,547
Villeveyrac,2016,1708,Maisons,1488
Viols-en-Laval,2016,96,Maisons,74
Viols-le-Fort,2016,572,Maisons,488
La Grande-Motte,2016,20555,Maisons,1733
Aigaliers,2015,299,Maisons,289
Aigremont,2015,366,Maisons,348
Aigues-Mortes,2015,5109,Maisons,3808
Aigues-Vives,2015,1492,Maisons,1306
Aiguèze,2015,226,Maisons,161
Aimargues,2015,2604,Maisons,2008
Alès,2015,24025,Maisons,8517
Allègre-les-Fumades,2015,595,Maisons,509
Alzon,2015,269,Maisons,247
Anduze,2015,2330,Maisons,1287
Les Angles,2015,4668,Maisons,2986
Aramon,2015,2039,Maisons,1495
Argilliers,2015,211,Maisons,201
Arpaillargues-et-Aureillac,2015,558,Maisons,526
Arphy,2015,184,Maisons,181
Arre,2015,232,Maisons,183
Arrigas,2015,268,Maisons,247
Aspères,2015,230,Maisons,213
Aubais,2015,1342,Maisons,1177
Aubord,2015,962,Maisons,870
Aubussargues,2015,226,Maisons,217
Aujac,2015,190,Maisons,178
Aujargues,2015,448,Maisons,418
Aulas,2015,404,Maisons,311
Aumessas,2015,331,Maisons,323
Avèze,2015,692,Maisons,493
Bagard,2015,1156,Maisons,1049
Bagnols-sur-Cèze,2015,9725,Maisons,4095
Barjac,2015,1134,Maisons,852
Baron,2015,194,Maisons,182
La Bastide-d'Engras,2015,149,Maisons,147
Beaucaire,2015,7676,Maisons,4197
Beauvoisin,2015,1969,Maisons,1728
Bellegarde,2015,3061,Maisons,2506
Belvézet,2015,221,Maisons,211
Bernis,2015,1445,Maisons,1241
Bessèges,2015,2212,Maisons,802
Bez-et-Esparon,2015,299,Maisons,239
Bezouce,2015,1059,Maisons,875
Blandas,2015,151,Maisons,143
Blauzac,2015,649,Maisons,610
Boisset-et-Gaujac,2015,1102,Maisons,1013
Boissières,2015,240,Maisons,230
Bonnevaux,2015,97,Maisons,86
Bordezac,2015,284,Maisons,207
Boucoiran-et-Nozières,2015,448,Maisons,375
Bouillargues,2015,2699,Maisons,2339
Bouquet,2015,175,Maisons,175
Bourdic,2015,215,Maisons,194
Bragassargues,2015,95,Maisons,85
Branoux-les-Taillades,2015,841,Maisons,699
Bréau-et-Salagosse,2015,373,Maisons,338
Brignon,2015,409,Maisons,341
Brouzet-lès-Quissac,2015,150,Maisons,133
Brouzet-lès-Alès,2015,400,Maisons,332
La Bruguière,2015,247,Maisons,238
Cabrières,2015,713,Maisons,611
La Cadière-et-Cambo,2015,145,Maisons,141
Le Cailar,2015,1180,Maisons,1054
Caissargues,2015,1768,Maisons,1567
La Calmette,2015,1035,Maisons,849
Calvisson,2015,3016,Maisons,2531
Campestre-et-Luc,2015,140,Maisons,130
Canaules-et-Argentières,2015,208,Maisons,198
Cannes-et-Clairan,2015,275,Maisons,248
La Capelle-et-Masmolène,2015,292,Maisons,285
Cardet,2015,445,Maisons,403
Carnas,2015,261,Maisons,238
Carsan,2015,323,Maisons,298
Cassagnoles,2015,227,Maisons,220
Castelnau-Valence,2015,227,Maisons,220
Castillon-du-Gard,2015,895,Maisons,805
Causse-Bégon,2015,15,Maisons,15
Caveirac,2015,1760,Maisons,1556
Cavillargues,2015,471,Maisons,404
Cendras,2015,1025,Maisons,549
Chambon,2015,313,Maisons,294
Chamborigaud,2015,676,Maisons,530
Chusclan,2015,495,Maisons,427
Clarensac,2015,1742,Maisons,1544
Codognan,2015,1095,Maisons,961
Codolet,2015,325,Maisons,255
Collias,2015,744,Maisons,666
Collorgues,2015,263,Maisons,249
Colognac,2015,212,Maisons,186
Combas,2015,333,Maisons,305
Comps,2015,777,Maisons,725
Concoules,2015,338,Maisons,247
Congénies,2015,771,Maisons,712
Connaux,2015,827,Maisons,742
Conqueyrac,2015,65,Maisons,51
Corbès,2015,100,Maisons,74
Corconne,2015,327,Maisons,295
Cornillon,2015,553,Maisons,474
Courry,2015,229,Maisons,211
Crespian,2015,177,Maisons,162
Cros,2015,251,Maisons,244
Cruviers-Lascours,2015,310,Maisons,282
Deaux,2015,298,Maisons,289
Dions,2015,335,Maisons,293
Domazan,2015,456,Maisons,385
Domessargues,2015,276,Maisons,261
Dourbies,2015,524,Maisons,498
Durfort-et-Saint-Martin-de-Sossenac,2015,497,Maisons,469
Estézargues,2015,251,Maisons,217
L'Estréchure,2015,231,Maisons,215
Euzet,2015,235,Maisons,219
Flaux,2015,235,Maisons,231
Foissac,2015,219,Maisons,184
Fons,2015,587,Maisons,543
Fons-sur-Lussan,2015,193,Maisons,191
Fontanès,2015,325,Maisons,287
Fontarèches,2015,169,Maisons,163
Fournès,2015,513,Maisons,483
Fourques,2015,1376,Maisons,1124
Fressac,2015,119,Maisons,106
Gagnières,2015,768,Maisons,474
Gailhan,2015,130,Maisons,120
Gajan,2015,325,Maisons,281
Gallargues-le-Montueux,2015,1907,Maisons,1626
Le Garn,2015,194,Maisons,184
Garons,2015,1970,Maisons,1589
Garrigues-Sainte-Eulalie,2015,412,Maisons,394
Gaujac,2015,553,Maisons,526
Générac,2015,1839,Maisons,1513
Générargues,2015,462,Maisons,368
Génolhac,2015,834,Maisons,706
Goudargues,2015,783,Maisons,641
La Grand-Combe,2015,3045,Maisons,1068
Le Grau-du-Roi,2015,23938,Maisons,3378
Issirac,2015,227,Maisons,202
Jonquières-Saint-Vincent,2015,1605,Maisons,1397
Junas,2015,572,Maisons,532
Lamelouze,2015,119,Maisons,110
Langlade,2015,991,Maisons,928
Lanuéjols,2015,480,Maisons,386
Lasalle,2015,1006,Maisons,632
Laudun-l'Ardoise,2015,2559,Maisons,2075
Laval-Pradel,2015,651,Maisons,599
Laval-Saint-Roman,2015,149,Maisons,141
Lecques,2015,203,Maisons,190
Lédenon,2015,685,Maisons,624
Lédignan,2015,683,Maisons,533
Lézan,2015,797,Maisons,610
Liouc,2015,131,Maisons,122
Lirac,2015,436,Maisons,387
Logrian-Florian,2015,159,Maisons,153
Lussan,2015,450,Maisons,430
Les Mages,2015,1072,Maisons,981
Malons-et-Elze,2015,190,Maisons,172
Mandagout,2015,381,Maisons,364
Manduel,2015,2913,Maisons,2500
Marguerittes,2015,3908,Maisons,3337
Mars,2015,118,Maisons,107
Martignargues,2015,203,Maisons,198
Le Martinet,2015,619,Maisons,316
Maruéjols-lès-Gardon,2015,128,Maisons,110
Massanes,2015,103,Maisons,98
Massillargues-Attuech,2015,387,Maisons,339
Mauressargues,2015,74,Maisons,67
Méjannes-le-Clap,2015,904,Maisons,731
Méjannes-lès-Alès,2015,550,Maisons,501
Meynes,2015,1109,Maisons,963
Meyrannes,2015,604,Maisons,463
Mialet,2015,658,Maisons,574
Milhaud,2015,2587,Maisons,2033
Molières-Cavaillac,2015,507,Maisons,444
Molières-sur-Cèze,2015,986,Maisons,408
Monoblet,2015,446,Maisons,406
Mons,2015,798,Maisons,748
Montaren-et-Saint-Médiers,2015,841,Maisons,766
Montclus,2015,219,Maisons,172
Montdardier,2015,205,Maisons,188
Monteils,2015,295,Maisons,282
Montfaucon,2015,662,Maisons,599
Montfrin,2015,1597,Maisons,1367
Montignargues,2015,261,Maisons,231
Montmirat,2015,173,Maisons,166
Montpezat,2015,499,Maisons,454
Moulézan,2015,303,Maisons,273
Moussac,2015,695,Maisons,607
Mus,2015,612,Maisons,555
Nages-et-Solorgues,2015,715,Maisons,680
Navacelles,2015,189,Maisons,175
Ners,2015,409,Maisons,370
Nîmes,2015,80814,Maisons,24538
Notre-Dame-de-la-Rouvière,2015,413,Maisons,368
Orsan,2015,533,Maisons,497
Orthoux-Sérignac-Quilhan,2015,262,Maisons,236
Parignargues,2015,270,Maisons,250
Peyremale,2015,278,Maisons,259
Peyrolles,2015,41,Maisons,38
Le Pin,2015,227,Maisons,214
Les Plans,2015,123,Maisons,110
Les Plantiers,2015,311,Maisons,213
Pommiers,2015,57,Maisons,57
Pompignan,2015,493,Maisons,449
Ponteils-et-Brésis,2015,320,Maisons,318
Pont-Saint-Esprit,2015,5489,Maisons,3233
Portes,2015,273,Maisons,220
Potelières,2015,207,Maisons,181
Pougnadoresse,2015,146,Maisons,142
Poulx,2015,1588,Maisons,1471
Pouzilhac,2015,346,Maisons,324
Puechredon,2015,18,Maisons,15
Pujaut,2015,1846,Maisons,1693
Quissac,2015,1590,Maisons,1111
Redessan,2015,1661,Maisons,1434
Remoulins,2015,1232,Maisons,780
Revens,2015,46,Maisons,43
Ribaute-les-Tavernes,2015,979,Maisons,853
Rivières,2015,250,Maisons,212
Robiac-Rochessadoule,2015,712,Maisons,452
Rochefort-du-Gard,2015,3225,Maisons,2904
Rochegude,2015,206,Maisons,196
Rogues,2015,98,Maisons,92
Roquedur,2015,140,Maisons,128
Roquemaure,2015,2732,Maisons,1927
La Roque-sur-Cèze,2015,183,Maisons,172
Rousson,2015,1825,Maisons,1714
La Rouvière,2015,322,Maisons,241
Sabran,2015,950,Maisons,878
Saint-Alexandre,2015,575,Maisons,526
Saint-Ambroix,2015,2126,Maisons,1291
Sainte-Anastasie,2015,837,Maisons,794
Saint-André-de-Majencoules,2015,616,Maisons,546
Saint-André-de-Roquepertuis,2015,409,Maisons,390
Saint-André-de-Valborgne,2015,584,Maisons,507
Saint-André-d'Olérargues,2015,255,Maisons,233
Saint-Bauzély,2015,250,Maisons,220
Saint-Bénézet,2015,131,Maisons,123
Saint-Bonnet-du-Gard,2015,407,Maisons,360
Saint-Bonnet-de-Salendrinque,2015,80,Maisons,70
Saint-Brès,2015,457,Maisons,403
Saint-Bresson,2015,77,Maisons,63
Sainte-Cécile-d'Andorge,2015,393,Maisons,356
Saint-Césaire-de-Gauzignan,2015,207,Maisons,186
Saint-Chaptes,2015,875,Maisons,712
Saint-Christol-de-Rodières,2015,127,Maisons,116
Saint-Christol-lès-Alès,2015,3237,Maisons,2689
Saint-Clément,2015,167,Maisons,161
Saint-Côme-et-Maruéjols,2015,354,Maisons,304
Sainte-Croix-de-Caderle,2015,96,Maisons,84
Saint-Denis,2015,207,Maisons,188
Saint-Dézéry,2015,206,Maisons,188
Saint-Dionisy,2015,441,Maisons,381
Saint-Étienne-de-l'Olm,2015,173,Maisons,171
Saint-Étienne-des-Sorts,2015,310,Maisons,225
Saint-Félix-de-Pallières,2015,191,Maisons,182
Saint-Florent-sur-Auzonnet,2015,853,Maisons,546
Saint-Geniès-de-Comolas,2015,865,Maisons,756
Saint-Geniès-de-Malgoirès,2015,1372,Maisons,1060
Saint-Gervais,2015,393,Maisons,379
Saint-Gervasy,2015,755,Maisons,680
Saint-Gilles,2015,6437,Maisons,4441
Saint-Hilaire-de-Brethmas,2015,2000,Maisons,1777
Saint-Hilaire-d'Ozilhan,2015,517,Maisons,493
Saint-Hippolyte-de-Caton,2015,122,Maisons,115
Saint-Hippolyte-de-Montaigu,2015,159,Maisons,152
Saint-Hippolyte-du-Fort,2015,2341,Maisons,1485
Saint-Jean-de-Ceyrargues,2015,94,Maisons,89
Saint-Jean-de-Crieulon,2015,135,Maisons,130
Saint-Jean-de-Maruéjols-et-Avéjan,2015,675,Maisons,564
Saint-Jean-de-Serres,2015,294,Maisons,246
Saint-Jean-de-Valériscle,2015,431,Maisons,319
Saint-Jean-du-Gard,2015,1869,Maisons,1109
Saint-Jean-du-Pin,2015,725,Maisons,640
Saint-Julien-de-Cassagnas,2015,362,Maisons,307
Saint-Julien-de-la-Nef,2015,119,Maisons,105
Saint-Julien-de-Peyrolas,2015,741,Maisons,666
Saint-Julien-les-Rosiers,2015,1463,Maisons,1331
Saint-Just-et-Vacquières,2015,157,Maisons,151
Saint-Laurent-d'Aigouze,2015,1937,Maisons,1516
Saint-Laurent-de-Carnols,2015,285,Maisons,269
Saint-Laurent-des-Arbres,2015,1250,Maisons,1114
Saint-Laurent-la-Vernède,2015,450,Maisons,431
Saint-Laurent-le-Minier,2015,343,Maisons,325
Saint-Mamert-du-Gard,2015,688,Maisons,594
Saint-Marcel-de-Careiret,2015,417,Maisons,398
Saint-Martial,2015,253,Maisons,246
Saint-Martin-de-Valgalgues,2015,2117,Maisons,1551
Saint-Maurice-de-Cazevieille,2015,373,Maisons,320
Saint-Maximin,2015,450,Maisons,428
Saint-Michel-d'Euzet,2015,373,Maisons,355
Saint-Nazaire,2015,594,Maisons,395
Saint-Nazaire-des-Gardies,2015,46,Maisons,37
Saint-Paulet-de-Caisson,2015,968,Maisons,798
Saint-Paul-la-Coste,2015,274,Maisons,268
Saint-Pons-la-Calm,2015,234,Maisons,210
Saint-Privat-de-Champclos,2015,248,Maisons,229
Saint-Privat-des-Vieux,2015,2425,Maisons,2174
Saint-Quentin-la-Poterie,2015,1666,Maisons,1509
Saint-Roman-de-Codières,2015,186,Maisons,174
Saint-Sauveur-Camprieu,2015,611,Maisons,585
Saint-Sébastien-d'Aigrefeuille,2015,350,Maisons,335
Saint-Siffret,2015,722,Maisons,697
Saint-Théodorit,2015,248,Maisons,211
Saint-Victor-des-Oules,2015,190,Maisons,183
Saint-Victor-la-Coste,2015,968,Maisons,906
Saint-Victor-de-Malcap,2015,497,Maisons,459
Salazac,2015,154,Maisons,143
Salindres,2015,1678,Maisons,1248
Salinelles,2015,279,Maisons,249
Les Salles-du-Gardon,2015,1428,Maisons,806
Sanilhac-Sagriès,2015,509,Maisons,455
Sardan,2015,163,Maisons,144
Saumane,2015,265,Maisons,204
Sauve,2015,1421,Maisons,1004
Sauveterre,2015,894,Maisons,803
Sauzet,2015,339,Maisons,303
Savignargues,2015,123,Maisons,113
Saze,2015,896,Maisons,793
Sénéchas,2015,287,Maisons,274
Sernhac,2015,844,Maisons,738
Servas,2015,117,Maisons,112
Serviers-et-Labaume,2015,312,Maisons,293
Seynes,2015,117,Maisons,96
Sommières,2015,2577,Maisons,1311
Soudorgues,2015,224,Maisons,210
Soustelle,2015,122,Maisons,115
Souvignargues,2015,442,Maisons,410
Sumène,2015,1233,Maisons,900
Tavel,2015,950,Maisons,796
Tharaux,2015,58,Maisons,53
Théziers,2015,524,Maisons,487
Thoiras,2015,274,Maisons,249
Tornac,2015,542,Maisons,456
Tresques,2015,892,Maisons,818
Trèves,2015,141,Maisons,119
Uchaud,2015,1911,Maisons,1507
Uzès,2015,5512,Maisons,2584
Vabres,2015,76,Maisons,67
Vallabrègues,2015,743,Maisons,693
Vallabrix,2015,256,Maisons,242
Vallérargues,2015,94,Maisons,91
Valleraugue,2015,1440,Maisons,1075
Valliguières,2015,308,Maisons,278
Vauvert,2015,5346,Maisons,3493
Vénéjan,2015,580,Maisons,535
Verfeuil,2015,399,Maisons,368
Vergèze,2015,2215,Maisons,1902
La Vernarède,2015,363,Maisons,323
Vers-Pont-du-Gard,2015,1013,Maisons,905
Vestric-et-Candiac,2015,565,Maisons,507
Vézénobres,2015,969,Maisons,755
Vic-le-Fesq,2015,246,Maisons,221
Le Vigan,2015,2686,Maisons,1260
Villeneuve-lès-Avignon,2015,6237,Maisons,4403
Villevieille,2015,851,Maisons,767
Vissec,2015,79,Maisons,70
Montagnac,2015,110,Maisons,100
Saint-Paul-les-Fonts,2015,441,Maisons,388
Rodilhan,2015,1371,Maisons,1086
Abeilhan,2015,833,Maisons,760
Adissan,2015,604,Maisons,566
Agde,2015,48026,Maisons,13184
Agel,2015,182,Maisons,165
Agonès,2015,133,Maisons,127
Aigne,2015,206,Maisons,198
Aigues-Vives,2015,337,Maisons,328
Les Aires,2015,410,Maisons,359
Alignan-du-Vent,2015,891,Maisons,842
Aniane,2015,1629,Maisons,1247
Arboras,2015,86,Maisons,75
Argelliers,2015,480,Maisons,436
Aspiran,2015,860,Maisons,761
Assas,2015,696,Maisons,609
Assignan,2015,152,Maisons,136
Aumelas,2015,282,Maisons,257
Aumes,2015,287,Maisons,270
Autignac,2015,588,Maisons,555
Avène,2015,590,Maisons,363
Azillanet,2015,310,Maisons,295
Babeau-Bouldoux,2015,240,Maisons,229
Baillargues,2015,3125,Maisons,2348
Balaruc-les-Bains,2015,7332,Maisons,2384
Balaruc-le-Vieux,2015,1246,Maisons,1028
Bassan,2015,998,Maisons,894
Beaufort,2015,182,Maisons,161
Beaulieu,2015,718,Maisons,627
Bédarieux,2015,4104,Maisons,2066
Bélarga,2015,304,Maisons,284
Berlou,2015,191,Maisons,165
Bessan,2015,2733,Maisons,2128
Béziers,2015,44603,Maisons,16472
Boisseron,2015,832,Maisons,726
Boisset,2015,43,Maisons,42
La Boissière,2015,472,Maisons,450
Le Bosc,2015,731,Maisons,650
Boujan-sur-Libron,2015,1659,Maisons,1207
Le Bousquet-d'Orb,2015,1109,Maisons,699
Bouzigues,2015,1048,Maisons,813
Brenas,2015,48,Maisons,46
Brignac,2015,346,Maisons,324
Brissac,2015,454,Maisons,422
Buzignargues,2015,138,Maisons,128
Cabrerolles,2015,276,Maisons,258
Cabrières,2015,340,Maisons,309
Cambon-et-Salvergues,2015,146,Maisons,131
Campagnan,2015,349,Maisons,323
Campagne,2015,145,Maisons,127
Camplong,2015,224,Maisons,204
Candillargues,2015,702,Maisons,538
Canet,2015,1499,Maisons,1398
Capestang,2015,1752,Maisons,1489
Carlencas-et-Levas,2015,76,Maisons,75
Cassagnoles,2015,107,Maisons,98
Castanet-le-Haut,2015,225,Maisons,208
Castelnau-de-Guers,2015,845,Maisons,610
Castelnau-le-Lez,2015,9547,Maisons,4705
Castries,2015,2801,Maisons,2251
La Caunette,2015,263,Maisons,238
Causse-de-la-Selle,2015,249,Maisons,244
Causses-et-Veyran,2015,431,Maisons,392
Caussiniojouls,2015,109,Maisons,103
Caux,2015,1404,Maisons,1284
Le Caylar,2015,357,Maisons,276
Cazedarnes,2015,340,Maisons,331
Cazevieille,2015,103,Maisons,95
Cazilhac,2015,802,Maisons,694
Cazouls-d'Hérault,2015,245,Maisons,227
Cazouls-lès-Béziers,2015,2465,Maisons,2134
Cébazan,2015,369,Maisons,348
Ceilhes-et-Rocozels,2015,445,Maisons,297
Celles,2015,14,Maisons,9
Cers,2015,1077,Maisons,948
Cessenon-sur-Orb,2015,1358,Maisons,1213
Cesseras,2015,330,Maisons,306
Ceyras,2015,622,Maisons,559
Clapiers,2015,2371,Maisons,1900
Claret,2015,684,Maisons,627
Clermont-l'Hérault,2015,4852,Maisons,2284
Colombières-sur-Orb,2015,356,Maisons,322
Colombiers,2015,1299,Maisons,1124
Combaillaux,2015,620,Maisons,582
Combes,2015,200,Maisons,179
Corneilhan,2015,866,Maisons,805
Coulobres,2015,188,Maisons,183
Courniou,2015,495,Maisons,473
Cournonsec,2015,1253,Maisons,1056
Cournonterral,2015,2615,Maisons,2064
Creissan,2015,668,Maisons,617
Le Crès,2015,4158,Maisons,2917
Le Cros,2015,65,Maisons,65
