AN,LIBGEO,STATUT,NOMBRE
2022,Alès,Locataire du parc privé (locataire hors logement HLM loué vide),8556.5213745232
2022,Allègre-les-Fumades,Locataire du parc privé (locataire hors logement HLM loué vide),93.2263041672547
2022,Alzon,Locataire du parc privé (locataire hors logement HLM loué vide),26.6601154236342
2022,Anduze,Locataire du parc privé (locataire hors logement HLM loué vide),703.8846904124623
2022,Les Angles,Locataire du parc privé (locataire hors logement HLM loué vide),1285.156027448102
2022,Aramon,Locataire du parc privé (locataire hors logement HLM loué vide),444.0
2022,Argilliers,Locataire du parc privé (locataire hors logement HLM loué vide),25.4872875991311
2022,Arpaillargues-et-Aureillac,Locataire du parc privé (locataire hors logement HLM loué vide),79.0
2022,Arphy,Locataire du parc privé (locataire hors logement HLM loué vide),15.4405594405594
2022,Arre,Locataire du parc privé (locataire hors logement HLM loué vide),28.0
2022,Arrigas,Locataire du parc privé (locataire hors logement HLM loué vide),18.211076998765705
2022,Aspères,Locataire du parc privé (locataire hors logement HLM loué vide),51.7863643640184
2022,Aubais,Locataire du parc privé (locataire hors logement HLM loué vide),224.6712946824369
2022,Aubord,Locataire du parc privé (locataire hors logement HLM loué vide),171.47662718360542
2022,Aubussargues,Locataire du parc privé (locataire hors logement HLM loué vide),21.700421536282
2022,Aujac,Locataire du parc privé (locataire hors logement HLM loué vide),9.61224489795915
2022,Aujargues,Locataire du parc privé (locataire hors logement HLM loué vide),55.4882833669722
2022,Aulas,Locataire du parc privé (locataire hors logement HLM loué vide),59.150640683928174
2022,Aumessas,Locataire du parc privé (locataire hors logement HLM loué vide),16.0200226653036
2022,Avèze,Locataire du parc privé (locataire hors logement HLM loué vide),149.0
2022,Bagard,Locataire du parc privé (locataire hors logement HLM loué vide),190.979688749208
2022,Bagnols-sur-Cèze,Locataire du parc privé (locataire hors logement HLM loué vide),2381.22735120922
2022,Barjac,Locataire du parc privé (locataire hors logement HLM loué vide),219.0
2022,Baron,Locataire du parc privé (locataire hors logement HLM loué vide),33.0
2022,La Bastide-d'Engras,Locataire du parc privé (locataire hors logement HLM loué vide),10.9997903721981
2022,Beaucaire,Locataire du parc privé (locataire hors logement HLM loué vide),2197.26473295285
2022,Beauvoisin,Locataire du parc privé (locataire hors logement HLM loué vide),498.899373312254
2022,Bellegarde,Locataire du parc privé (locataire hors logement HLM loué vide),818.0
2022,Belvézet,Locataire du parc privé (locataire hors logement HLM loué vide),16.7785140891422
2022,Bernis,Locataire du parc privé (locataire hors logement HLM loué vide),322.1210458659225
2022,Bessèges,Locataire du parc privé (locataire hors logement HLM loué vide),477.0
2022,Bez-et-Esparon,Locataire du parc privé (locataire hors logement HLM loué vide),38.4757459144226
2022,Bezouce,Locataire du parc privé (locataire hors logement HLM loué vide),281.0
2022,Blandas,Locataire du parc privé (locataire hors logement HLM loué vide),9.56209150326797
2022,Blauzac,Locataire du parc privé (locataire hors logement HLM loué vide),77.25116172320135
2022,Boisset-et-Gaujac,Locataire du parc privé (locataire hors logement HLM loué vide),231.3031120322537
2022,Boissières,Locataire du parc privé (locataire hors logement HLM loué vide),34.0
2022,Bonnevaux,Locataire du parc privé (locataire hors logement HLM loué vide),7.0
2022,Bordezac,Locataire du parc privé (locataire hors logement HLM loué vide),24.86456142359
2022,Boucoiran-et-Nozières,Locataire du parc privé (locataire hors logement HLM loué vide),113.72724176632032
2022,Bouillargues,Locataire du parc privé (locataire hors logement HLM loué vide),553.720689820576
2022,Bouquet,Locataire du parc privé (locataire hors logement HLM loué vide),11.0
2022,Bourdic,Locataire du parc privé (locataire hors logement HLM loué vide),45.5211982491413
2022,Bragassargues,Locataire du parc privé (locataire hors logement HLM loué vide),9.0538922155689
2022,Branoux-les-Taillades,Locataire du parc privé (locataire hors logement HLM loué vide),71.7382463023001
2022,Bréau-Mars,Locataire du parc privé (locataire hors logement HLM loué vide),55.5950843118692
2022,Brignon,Locataire du parc privé (locataire hors logement HLM loué vide),76.0
2022,Brouzet-lès-Quissac,Locataire du parc privé (locataire hors logement HLM loué vide),37.268727921594
2022,Brouzet-lès-Alès,Locataire du parc privé (locataire hors logement HLM loué vide),83.0003811305953
2022,La Bruguière,Locataire du parc privé (locataire hors logement HLM loué vide),15.147144146212
2022,Cabrières,Locataire du parc privé (locataire hors logement HLM loué vide),155.24252729095792
2022,La Cadière-et-Cambo,Locataire du parc privé (locataire hors logement HLM loué vide),26.0
2022,Le Cailar,Locataire du parc privé (locataire hors logement HLM loué vide),253.0
2022,Caissargues,Locataire du parc privé (locataire hors logement HLM loué vide),367.38818964561904
2022,La Calmette,Locataire du parc privé (locataire hors logement HLM loué vide),361.4098149501619
2022,Calvisson,Locataire du parc privé (locataire hors logement HLM loué vide),666.986253265057
2022,Campestre-et-Luc,Locataire du parc privé (locataire hors logement HLM loué vide),20.5522388059702
2022,Canaules-et-Argentières,Locataire du parc privé (locataire hors logement HLM loué vide),30.0
2022,Cannes-et-Clairan,Locataire du parc privé (locataire hors logement HLM loué vide),53.0
2022,La Capelle-et-Masmolène,Locataire du parc privé (locataire hors logement HLM loué vide),33.2009832384366
2022,Cardet,Locataire du parc privé (locataire hors logement HLM loué vide),95.08645558299484
2022,Carnas,Locataire du parc privé (locataire hors logement HLM loué vide),34.9222896316326
2022,Carsan,Locataire du parc privé (locataire hors logement HLM loué vide),27.5102406658593
2022,Cassagnoles,Locataire du parc privé (locataire hors logement HLM loué vide),33.0
2022,Castelnau-Valence,Locataire du parc privé (locataire hors logement HLM loué vide),34.7572072121114
2022,Castillon-du-Gard,Locataire du parc privé (locataire hors logement HLM loué vide),134.452972315949
2022,Causse-Bégon,Locataire du parc privé (locataire hors logement HLM loué vide),1.92307692307692
2022,Caveirac,Locataire du parc privé (locataire hors logement HLM loué vide),376.404338861278
2022,Cavillargues,Locataire du parc privé (locataire hors logement HLM loué vide),99.91800368903212
2022,Cendras,Locataire du parc privé (locataire hors logement HLM loué vide),121.992057260408
2022,Chambon,Locataire du parc privé (locataire hors logement HLM loué vide),15.0
2022,Chamborigaud,Locataire du parc privé (locataire hors logement HLM loué vide),82.32179989377585
2022,Chusclan,Locataire du parc privé (locataire hors logement HLM loué vide),116.52187755621
2022,Clarensac,Locataire du parc privé (locataire hors logement HLM loué vide),327.0702481474303
2022,Codognan,Locataire du parc privé (locataire hors logement HLM loué vide),206.964183480884
2022,Codolet,Locataire du parc privé (locataire hors logement HLM loué vide),84.15712261141479
2022,Collias,Locataire du parc privé (locataire hors logement HLM loué vide),100.541471168379
2022,Collorgues,Locataire du parc privé (locataire hors logement HLM loué vide),76.13640690280673
2022,Colognac,Locataire du parc privé (locataire hors logement HLM loué vide),25.51578947368412
2022,Combas,Locataire du parc privé (locataire hors logement HLM loué vide),92.0
2022,Comps,Locataire du parc privé (locataire hors logement HLM loué vide),160.091292056651
2022,Concoules,Locataire du parc privé (locataire hors logement HLM loué vide),26.144260509535
2022,Congénies,Locataire du parc privé (locataire hors logement HLM loué vide),162.81849958148857
2022,Connaux,Locataire du parc privé (locataire hors logement HLM loué vide),157.99550545100877
2022,Conqueyrac,Locataire du parc privé (locataire hors logement HLM loué vide),11.0
2022,Corconne,Locataire du parc privé (locataire hors logement HLM loué vide),53.6420500627682
2022,Cornillon,Locataire du parc privé (locataire hors logement HLM loué vide),96.0
2022,Courry,Locataire du parc privé (locataire hors logement HLM loué vide),27.0
2022,Crespian,Locataire du parc privé (locataire hors logement HLM loué vide),35.4488640040642
2022,Cros,Locataire du parc privé (locataire hors logement HLM loué vide),22.4971658120207
2022,Cruviers-Lascours,Locataire du parc privé (locataire hors logement HLM loué vide),57.60649691469868
2022,Deaux,Locataire du parc privé (locataire hors logement HLM loué vide),50.5024305085987
2022,Dions,Locataire du parc privé (locataire hors logement HLM loué vide),64.493691567394
2022,Domazan,Locataire du parc privé (locataire hors logement HLM loué vide),108.57080976755164
2022,Domessargues,Locataire du parc privé (locataire hors logement HLM loué vide),43.974864381630894
2022,Dourbies,Locataire du parc privé (locataire hors logement HLM loué vide),18.5204478269521
2022,Durfort-et-Saint-Martin-de-Sossenac,Locataire du parc privé (locataire hors logement HLM loué vide),88.1158564070117
2022,Estézargues,Locataire du parc privé (locataire hors logement HLM loué vide),68.8805047090312
2022,L'Estréchure,Locataire du parc privé (locataire hors logement HLM loué vide),15.490445859872564
2022,Euzet,Locataire du parc privé (locataire hors logement HLM loué vide),32.7773951520499
2022,Flaux,Locataire du parc privé (locataire hors logement HLM loué vide),21.0
2022,Foissac,Locataire du parc privé (locataire hors logement HLM loué vide),44.98153003777556
2022,Fons,Locataire du parc privé (locataire hors logement HLM loué vide),121.010916597975
2022,Fons-sur-Lussan,Locataire du parc privé (locataire hors logement HLM loué vide),15.00549590029738
2022,Fontanès,Locataire du parc privé (locataire hors logement HLM loué vide),67.3022090660049
2022,Fontarèches,Locataire du parc privé (locataire hors logement HLM loué vide),11.4456540698957
2022,Fournès,Locataire du parc privé (locataire hors logement HLM loué vide),104.131820446985
2022,Fourques,Locataire du parc privé (locataire hors logement HLM loué vide),393.085806049237
2022,Fressac,Locataire du parc privé (locataire hors logement HLM loué vide),17.7791411042945
2022,Gagnières,Locataire du parc privé (locataire hors logement HLM loué vide),126.62119761477612
2022,Gailhan,Locataire du parc privé (locataire hors logement HLM loué vide),34.18594659838062
2022,Gajan,Locataire du parc privé (locataire hors logement HLM loué vide),69.9998049240524
2022,Gallargues-le-Montueux,Locataire du parc privé (locataire hors logement HLM loué vide),416.93868244070256
2022,Le Garn,Locataire du parc privé (locataire hors logement HLM loué vide),21.7799621214606
2022,Garons,Locataire du parc privé (locataire hors logement HLM loué vide),533.211692353701
2022,Garrigues-Sainte-Eulalie,Locataire du parc privé (locataire hors logement HLM loué vide),57.7202760779223
2022,Gaujac,Locataire du parc privé (locataire hors logement HLM loué vide),96.7087747815361
2022,Générac,Locataire du parc privé (locataire hors logement HLM loué vide),517.2821250183846
2022,Générargues,Locataire du parc privé (locataire hors logement HLM loué vide),112.209157625317
2022,Génolhac,Locataire du parc privé (locataire hors logement HLM loué vide),126.0
2022,Goudargues,Locataire du parc privé (locataire hors logement HLM loué vide),166.8453706271609
2022,La Grand-Combe,Locataire du parc privé (locataire hors logement HLM loué vide),758.8944693919291
2022,Le Grau-du-Roi,Locataire du parc privé (locataire hors logement HLM loué vide),1378.551300073942
2022,Issirac,Locataire du parc privé (locataire hors logement HLM loué vide),26.9544435523478
2022,Jonquières-Saint-Vincent,Locataire du parc privé (locataire hors logement HLM loué vide),454.44674793567
2022,Junas,Locataire du parc privé (locataire hors logement HLM loué vide),95.63335213605872
2022,Lamelouze,Locataire du parc privé (locataire hors logement HLM loué vide),8.0
2022,Langlade,Locataire du parc privé (locataire hors logement HLM loué vide),121.57426393429144
2022,Lanuéjols,Locataire du parc privé (locataire hors logement HLM loué vide),38.0
2022,Lasalle,Locataire du parc privé (locataire hors logement HLM loué vide),241.728000319706
2022,Laudun-l'Ardoise,Locataire du parc privé (locataire hors logement HLM loué vide),472.710251517926
2022,Laval-Pradel,Locataire du parc privé (locataire hors logement HLM loué vide),150.89516454465232
2022,Laval-Saint-Roman,Locataire du parc privé (locataire hors logement HLM loué vide),13.6259224753627
2022,Lecques,Locataire du parc privé (locataire hors logement HLM loué vide),46.6291414362359
2022,Lédenon,Locataire du parc privé (locataire hors logement HLM loué vide),147.6540960780036
2022,Lédignan,Locataire du parc privé (locataire hors logement HLM loué vide),136.2933077105527
2022,Lézan,Locataire du parc privé (locataire hors logement HLM loué vide),248.0
2022,Liouc,Locataire du parc privé (locataire hors logement HLM loué vide),26.4690186107081
2022,Lirac,Locataire du parc privé (locataire hors logement HLM loué vide),88.2950478764394
2022,Logrian-Florian,Locataire du parc privé (locataire hors logement HLM loué vide),21.2486596451017
2022,Lussan,Locataire du parc privé (locataire hors logement HLM loué vide),60.80546516301106
2022,Les Mages,Locataire du parc privé (locataire hors logement HLM loué vide),168.9434559325674
2022,Malons-et-Elze,Locataire du parc privé (locataire hors logement HLM loué vide),11.3963963963964
2022,Mandagout,Locataire du parc privé (locataire hors logement HLM loué vide),33.0
2022,Manduel,Locataire du parc privé (locataire hors logement HLM loué vide),576.4901463253191
2022,Marguerittes,Locataire du parc privé (locataire hors logement HLM loué vide),755.0
2022,Martignargues,Locataire du parc privé (locataire hors logement HLM loué vide),28.9025259188005
2022,Le Martinet,Locataire du parc privé (locataire hors logement HLM loué vide),131.0720186696131
2022,Maruéjols-lès-Gardon,Locataire du parc privé (locataire hors logement HLM loué vide),33.9418657749912
2022,Massanes,Locataire du parc privé (locataire hors logement HLM loué vide),10.1445086705202
2022,Massillargues-Attuech,Locataire du parc privé (locataire hors logement HLM loué vide),56.9683694364753
2022,Mauressargues,Locataire du parc privé (locataire hors logement HLM loué vide),17.7087676507949
2022,Méjannes-le-Clap,Locataire du parc privé (locataire hors logement HLM loué vide),60.0
2022,Méjannes-lès-Alès,Locataire du parc privé (locataire hors logement HLM loué vide),141.38605172679
2022,Meynes,Locataire du parc privé (locataire hors logement HLM loué vide),304.106225654334
2022,Meyrannes,Locataire du parc privé (locataire hors logement HLM loué vide),103.192687193832
2022,Mialet,Locataire du parc privé (locataire hors logement HLM loué vide),58.0
2022,Milhaud,Locataire du parc privé (locataire hors logement HLM loué vide),526.886206429778
2022,Molières-Cavaillac,Locataire du parc privé (locataire hors logement HLM loué vide),91.3057462709478
2022,Molières-sur-Cèze,Locataire du parc privé (locataire hors logement HLM loué vide),130.477261586197
2022,Monoblet,Locataire du parc privé (locataire hors logement HLM loué vide),51.56554828137029
2022,Mons,Locataire du parc privé (locataire hors logement HLM loué vide),92.546371785377
2022,Montaren-et-Saint-Médiers,Locataire du parc privé (locataire hors logement HLM loué vide),161.553248420836
2022,Montclus,Locataire du parc privé (locataire hors logement HLM loué vide),34.5134635648176
2022,Montdardier,Locataire du parc privé (locataire hors logement HLM loué vide),14.73052331339
2022,Monteils,Locataire du parc privé (locataire hors logement HLM loué vide),41.7454020011406
2022,Montfaucon,Locataire du parc privé (locataire hors logement HLM loué vide),153.97303915102498
2022,Montfrin,Locataire du parc privé (locataire hors logement HLM loué vide),368.6370517052584
2022,Montignargues,Locataire du parc privé (locataire hors logement HLM loué vide),68.8531783757863
2022,Montmirat,Locataire du parc privé (locataire hors logement HLM loué vide),36.52895762138603
2022,Montpezat,Locataire du parc privé (locataire hors logement HLM loué vide),114.01014486486672
2022,Moulézan,Locataire du parc privé (locataire hors logement HLM loué vide),87.0
2022,Moussac,Locataire du parc privé (locataire hors logement HLM loué vide),150.75225209087014
2022,Mus,Locataire du parc privé (locataire hors logement HLM loué vide),123.0
2022,Nages-et-Solorgues,Locataire du parc privé (locataire hors logement HLM loué vide),104.5331361813662
2022,Navacelles,Locataire du parc privé (locataire hors logement HLM loué vide),40.3810345189444
2022,Ners,Locataire du parc privé (locataire hors logement HLM loué vide),60.8281630830982
2022,Nîmes,Locataire du parc privé (locataire hors logement HLM loué vide),28913.873205992106
2022,Orsan,Locataire du parc privé (locataire hors logement HLM loué vide),69.1248014142167
2022,Orthoux-Sérignac-Quilhan,Locataire du parc privé (locataire hors logement HLM loué vide),45.0423076797959
2022,Parignargues,Locataire du parc privé (locataire hors logement HLM loué vide),42.19681589503181
2022,Peyremale,Locataire du parc privé (locataire hors logement HLM loué vide),16.0
2022,Peyrolles,Locataire du parc privé (locataire hors logement HLM loué vide),4.13333333333332
2022,Le Pin,Locataire du parc privé (locataire hors logement HLM loué vide),25.4948530962735
2022,Les Plans,Locataire du parc privé (locataire hors logement HLM loué vide),25.4632859001105
2022,Les Plantiers,Locataire du parc privé (locataire hors logement HLM loué vide),34.0
2022,Pommiers,Locataire du parc privé (locataire hors logement HLM loué vide),2.07272727272728
2022,Pompignan,Locataire du parc privé (locataire hors logement HLM loué vide),67.0
2022,Ponteils-et-Brésis,Locataire du parc privé (locataire hors logement HLM loué vide),22.2430523312537
2022,Pont-Saint-Esprit,Locataire du parc privé (locataire hors logement HLM loué vide),1546.9218291956158
2022,Portes,Locataire du parc privé (locataire hors logement HLM loué vide),42.0
2022,Potelières,Locataire du parc privé (locataire hors logement HLM loué vide),42.1125962229216
2022,Pougnadoresse,Locataire du parc privé (locataire hors logement HLM loué vide),10.5259992069586
2022,Poulx,Locataire du parc privé (locataire hors logement HLM loué vide),226.16511928303785
2022,Pouzilhac,Locataire du parc privé (locataire hors logement HLM loué vide),57.0
2022,Puechredon,Locataire du parc privé (locataire hors logement HLM loué vide),12.48
2022,Pujaut,Locataire du parc privé (locataire hors logement HLM loué vide),331.77915427329
2022,Quissac,Locataire du parc privé (locataire hors logement HLM loué vide),427.3314680117493
2022,Redessan,Locataire du parc privé (locataire hors logement HLM loué vide),445.0
2022,Remoulins,Locataire du parc privé (locataire hors logement HLM loué vide),433.1649585142762
2022,Revens,Locataire du parc privé (locataire hors logement HLM loué vide),3.35135135135135
2022,Ribaute-les-Tavernes,Locataire du parc privé (locataire hors logement HLM loué vide),185.385187140521
2022,Rivières,Locataire du parc privé (locataire hors logement HLM loué vide),43.46076343389343
2022,Robiac-Rochessadoule,Locataire du parc privé (locataire hors logement HLM loué vide),97.0
2022,Rochefort-du-Gard,Locataire du parc privé (locataire hors logement HLM loué vide),440.0
2022,Rochegude,Locataire du parc privé (locataire hors logement HLM loué vide),17.0
2022,Rogues,Locataire du parc privé (locataire hors logement HLM loué vide),13.1709481917139
2022,Roquedur,Locataire du parc privé (locataire hors logement HLM loué vide),18.1047149058247
2022,Roquemaure,Locataire du parc privé (locataire hors logement HLM loué vide),679.743540219093
2022,La Roque-sur-Cèze,Locataire du parc privé (locataire hors logement HLM loué vide),23.593220338983
2022,Rousson,Locataire du parc privé (locataire hors logement HLM loué vide),276.9585919584876
2022,La Rouvière,Locataire du parc privé (locataire hors logement HLM loué vide),105.68016631558822
2022,Sabran,Locataire du parc privé (locataire hors logement HLM loué vide),126.139257657414
2022,Saint-Alexandre,Locataire du parc privé (locataire hors logement HLM loué vide),104.0
2022,Saint-Ambroix,Locataire du parc privé (locataire hors logement HLM loué vide),660.6760567794324
2022,Sainte-Anastasie,Locataire du parc privé (locataire hors logement HLM loué vide),119.66952791474
2022,Saint-André-de-Majencoules,Locataire du parc privé (locataire hors logement HLM loué vide),60.9841991555643
2022,Saint-André-de-Roquepertuis,Locataire du parc privé (locataire hors logement HLM loué vide),57.1425550930726
2022,Saint-André-de-Valborgne,Locataire du parc privé (locataire hors logement HLM loué vide),46.92567244668986
2022,Saint-André-d'Olérargues,Locataire du parc privé (locataire hors logement HLM loué vide),28.0
2022,Saint-Bauzély,Locataire du parc privé (locataire hors logement HLM loué vide),51.38783697745087
2022,Saint-Bénézet,Locataire du parc privé (locataire hors logement HLM loué vide),25.16522513107713
2022,Saint-Bonnet-du-Gard,Locataire du parc privé (locataire hors logement HLM loué vide),57.8189310082657
2022,Saint-Bonnet-de-Salendrinque,Locataire du parc privé (locataire hors logement HLM loué vide),6.72868217054263
2022,Saint-Brès,Locataire du parc privé (locataire hors logement HLM loué vide),57.7268606079273
2022,Saint-Bresson,Locataire du parc privé (locataire hors logement HLM loué vide),12.909090909091
2022,Sainte-Cécile-d'Andorge,Locataire du parc privé (locataire hors logement HLM loué vide),41.0
2022,Saint-Césaire-de-Gauzignan,Locataire du parc privé (locataire hors logement HLM loué vide),28.651119795749
2022,Saint-Chaptes,Locataire du parc privé (locataire hors logement HLM loué vide),196.78757483636247
2022,Saint-Christol-de-Rodières,Locataire du parc privé (locataire hors logement HLM loué vide),7.0
2022,Saint-Christol-lez-Alès,Locataire du parc privé (locataire hors logement HLM loué vide),752.593912365734
2022,Saint-Clément,Locataire du parc privé (locataire hors logement HLM loué vide),36.7898726767221
2022,Saint-Côme-et-Maruéjols,Locataire du parc privé (locataire hors logement HLM loué vide),87.4998427733406
2022,Sainte-Croix-de-Caderle,Locataire du parc privé (locataire hors logement HLM loué vide),7.55544094123327
2022,Saint-Denis,Locataire du parc privé (locataire hors logement HLM loué vide),28.7045015030093
2022,Saint-Dézéry,Locataire du parc privé (locataire hors logement HLM loué vide),40.89998734319413
2022,Saint-Dionisy,Locataire du parc privé (locataire hors logement HLM loué vide),85.26351861468078
2022,Saint-Étienne-de-l'Olm,Locataire du parc privé (locataire hors logement HLM loué vide),22.0
2022,Saint-Étienne-des-Sorts,Locataire du parc privé (locataire hors logement HLM loué vide),79.3406142129639
2022,Saint-Félix-de-Pallières,Locataire du parc privé (locataire hors logement HLM loué vide),20.8457357912968
2022,Saint-Florent-sur-Auzonnet,Locataire du parc privé (locataire hors logement HLM loué vide),124.43834719037
2022,Saint-Geniès-de-Comolas,Locataire du parc privé (locataire hors logement HLM loué vide),156.5112557689578
2022,Saint-Geniès-de-Malgoirès,Locataire du parc privé (locataire hors logement HLM loué vide),362.76736091778
2022,Saint-Gervais,Locataire du parc privé (locataire hors logement HLM loué vide),65.67023254848758
2022,Saint-Gervasy,Locataire du parc privé (locataire hors logement HLM loué vide),156.2635717532528
2022,Saint-Gilles,Locataire du parc privé (locataire hors logement HLM loué vide),1869.8326365261617
2022,Saint-Hilaire-de-Brethmas,Locataire du parc privé (locataire hors logement HLM loué vide),383.765624808816
2022,Saint-Hilaire-d'Ozilhan,Locataire du parc privé (locataire hors logement HLM loué vide),76.8986754350697
2022,Saint-Hippolyte-de-Caton,Locataire du parc privé (locataire hors logement HLM loué vide),26.8711532694444
2022,Saint-Hippolyte-de-Montaigu,Locataire du parc privé (locataire hors logement HLM loué vide),13.9421926511823
2022,Saint-Hippolyte-du-Fort,Locataire du parc privé (locataire hors logement HLM loué vide),615.6676852266628
2022,Saint-Jean-de-Ceyrargues,Locataire du parc privé (locataire hors logement HLM loué vide),9.55214723926377
2022,Saint-Jean-de-Crieulon,Locataire du parc privé (locataire hors logement HLM loué vide),11.9342088261089
2022,Saint-Jean-de-Maruéjols-et-Avéjan,Locataire du parc privé (locataire hors logement HLM loué vide),115.77033744369714
2022,Saint-Jean-de-Serres,Locataire du parc privé (locataire hors logement HLM loué vide),67.6842832384176
2022,Saint-Jean-de-Valériscle,Locataire du parc privé (locataire hors logement HLM loué vide),62.51374981709255
2022,Saint-Jean-du-Gard,Locataire du parc privé (locataire hors logement HLM loué vide),474.3343667787543
2022,Saint-Jean-du-Pin,Locataire du parc privé (locataire hors logement HLM loué vide),78.6499918702914
2022,Saint-Julien-de-Cassagnas,Locataire du parc privé (locataire hors logement HLM loué vide),80.6522557435609
2022,Saint-Julien-de-la-Nef,Locataire du parc privé (locataire hors logement HLM loué vide),14.0
2022,Saint-Julien-de-Peyrolas,Locataire du parc privé (locataire hors logement HLM loué vide),79.3305477389093
2022,Saint-Julien-les-Rosiers,Locataire du parc privé (locataire hors logement HLM loué vide),261.03389931574355
2022,Saint-Just-et-Vacquières,Locataire du parc privé (locataire hors logement HLM loué vide),14.260796719853
2022,Saint-Laurent-d'Aigouze,Locataire du parc privé (locataire hors logement HLM loué vide),399.8078990024917
2022,Saint-Laurent-de-Carnols,Locataire du parc privé (locataire hors logement HLM loué vide),63.2397391488319
2022,Saint-Laurent-des-Arbres,Locataire du parc privé (locataire hors logement HLM loué vide),207.5323248667388
2022,Saint-Laurent-la-Vernède,Locataire du parc privé (locataire hors logement HLM loué vide),51.0
2022,Saint-Laurent-le-Minier,Locataire du parc privé (locataire hors logement HLM loué vide),39.7594088882817
2022,Saint-Mamert-du-Gard,Locataire du parc privé (locataire hors logement HLM loué vide),170.0
2022,Saint-Marcel-de-Careiret,Locataire du parc privé (locataire hors logement HLM loué vide),66.83963624099667
2022,Saint-Martial,Locataire du parc privé (locataire hors logement HLM loué vide),17.027123142639
2022,Saint-Martin-de-Valgalgues,Locataire du parc privé (locataire hors logement HLM loué vide),438.10883619417393
2022,Saint-Maurice-de-Cazevieille,Locataire du parc privé (locataire hors logement HLM loué vide),79.0
2022,Saint-Maximin,Locataire du parc privé (locataire hors logement HLM loué vide),54.216763391493
2022,Saint-Michel-d'Euzet,Locataire du parc privé (locataire hors logement HLM loué vide),51.646066003357
2022,Saint-Nazaire,Locataire du parc privé (locataire hors logement HLM loué vide),112.0559728693258
2022,Saint-Nazaire-des-Gardies,Locataire du parc privé (locataire hors logement HLM loué vide),3.0
2022,Saint-Paulet-de-Caisson,Locataire du parc privé (locataire hors logement HLM loué vide),158.9661559500201
2022,Saint-Paul-la-Coste,Locataire du parc privé (locataire hors logement HLM loué vide),16.0
2022,Saint-Pons-la-Calm,Locataire du parc privé (locataire hors logement HLM loué vide),52.0
2022,Saint-Privat-de-Champclos,Locataire du parc privé (locataire hors logement HLM loué vide),49.14280581756121
2022,Saint-Privat-des-Vieux,Locataire du parc privé (locataire hors logement HLM loué vide),418.710641791391
2022,Saint-Quentin-la-Poterie,Locataire du parc privé (locataire hors logement HLM loué vide),356.843251647345
2022,Saint-Roman-de-Codières,Locataire du parc privé (locataire hors logement HLM loué vide),17.0
2022,Saint-Sauveur-Camprieu,Locataire du parc privé (locataire hors logement HLM loué vide),11.8364358345857
2022,Saint-Sébastien-d'Aigrefeuille,Locataire du parc privé (locataire hors logement HLM loué vide),21.631732562987
2022,Saint-Siffret,Locataire du parc privé (locataire hors logement HLM loué vide),40.9665879785756
2022,Saint-Théodorit,Locataire du parc privé (locataire hors logement HLM loué vide),64.9011523392107
2022,Saint-Victor-des-Oules,Locataire du parc privé (locataire hors logement HLM loué vide),14.6993189148227
2022,Saint-Victor-la-Coste,Locataire du parc privé (locataire hors logement HLM loué vide),156.0983659874045
2022,Saint-Victor-de-Malcap,Locataire du parc privé (locataire hors logement HLM loué vide),51.224792714746265
2022,Salazac,Locataire du parc privé (locataire hors logement HLM loué vide),8.45653174651645
2022,Salindres,Locataire du parc privé (locataire hors logement HLM loué vide),368.0126695120511
2022,Salinelles,Locataire du parc privé (locataire hors logement HLM loué vide),60.9023019490868
2022,Les Salles-du-Gardon,Locataire du parc privé (locataire hors logement HLM loué vide),191.0
2022,Sanilhac-Sagriès,Locataire du parc privé (locataire hors logement HLM loué vide),76.0
2022,Sardan,Locataire du parc privé (locataire hors logement HLM loué vide),30.2341210848227
2022,Saumane,Locataire du parc privé (locataire hors logement HLM loué vide),28.21177260883538
2022,Sauve,Locataire du parc privé (locataire hors logement HLM loué vide),250.87594879714496
2022,Sauveterre,Locataire du parc privé (locataire hors logement HLM loué vide),191.0
2022,Sauzet,Locataire du parc privé (locataire hors logement HLM loué vide),58.90782141963797
2022,Savignargues,Locataire du parc privé (locataire hors logement HLM loué vide),11.45174558306292
2022,Saze,Locataire du parc privé (locataire hors logement HLM loué vide),214.0492003900577
2022,Sénéchas,Locataire du parc privé (locataire hors logement HLM loué vide),19.0946859425824
2022,Sernhac,Locataire du parc privé (locataire hors logement HLM loué vide),188.7275553928604
2022,Servas,Locataire du parc privé (locataire hors logement HLM loué vide),22.4202898550726
2022,Serviers-et-Labaume,Locataire du parc privé (locataire hors logement HLM loué vide),51.0273538935333
2022,Seynes,Locataire du parc privé (locataire hors logement HLM loué vide),34.4
2022,Sommières,Locataire du parc privé (locataire hors logement HLM loué vide),836.0
2022,Soudorgues,Locataire du parc privé (locataire hors logement HLM loué vide),26.0444409217689
2022,Soustelle,Locataire du parc privé (locataire hors logement HLM loué vide),19.8347107438017
2022,Souvignargues,Locataire du parc privé (locataire hors logement HLM loué vide),88.6955313783831
2022,Sumène,Locataire du parc privé (locataire hors logement HLM loué vide),149.677367896544
2022,Tavel,Locataire du parc privé (locataire hors logement HLM loué vide),194.0
2022,Tharaux,Locataire du parc privé (locataire hors logement HLM loué vide),2.19079602756178
2022,Théziers,Locataire du parc privé (locataire hors logement HLM loué vide),109.54492301199912
2022,Thoiras-Corbès,Locataire du parc privé (locataire hors logement HLM loué vide),71.8588235294118
