LIBGEO,AN,ANNEE_CONS,NOMBRE
La Salvetat-sur-Agout,2022,Construites avant 1919,
Saturargues,2022,Construites avant 1919,
Saussan,2022,Construites avant 1919,
Saussines,2022,Construites avant 1919,
Sauteyrargues,2022,Construites avant 1919,
Sauvian,2022,Construites avant 1919,
Sérignan,2022,Construites avant 1919,
Servian,2022,Construites avant 1919,
Sète,2022,Construites avant 1919,
Siran,2022,Construites avant 1919,
Sorbs,2022,Construites avant 1919,
Soubès,2022,Construites avant 1919,
Le Soulié,2022,Construites avant 1919,
Soumont,2022,Construites avant 1919,
Sussargues,2022,Construites avant 1919,
Taussac-la-Billière,2022,Construites avant 1919,
Teyran,2022,Construites avant 1919,
Thézan-lès-Béziers,2022,Construites avant 1919,
Tourbes,2022,Construites avant 1919,
La Tour-sur-Orb,2022,Construites avant 1919,
Tressan,2022,Construites avant 1919,
Le Triadou,2022,Construites avant 1919,
Usclas-d'Hérault,2022,Construites avant 1919,
Usclas-du-Bosc,2022,Construites avant 1919,
La Vacquerie-et-Saint-Martin-de-Castries,2022,Construites avant 1919,
Vacquières,2022,Construites avant 1919,
Vailhan,2022,Construites avant 1919,
Vailhauquès,2022,Construites avant 1919,
Valergues,2022,Construites avant 1919,
Valflaunès,2022,Construites avant 1919,
Valmascle,2022,Construites avant 1919,
Valras-Plage,2022,Construites avant 1919,
Valros,2022,Construites avant 1919,
Vélieux,2022,Construites avant 1919,
Vendargues,2022,Construites avant 1919,
Vendémian,2022,Construites avant 1919,
Vendres,2022,Construites avant 1919,
Verreries-de-Moussans,2022,Construites avant 1919,
Vias,2022,Construites avant 1919,
Vic-la-Gardiole,2022,Construites avant 1919,
Vieussan,2022,Construites avant 1919,
Villemagne-l'Argentière,2022,Construites avant 1919,
Villeneuve-lès-Béziers,2022,Construites avant 1919,
Villeneuve-lès-Maguelone,2022,Construites avant 1919,
Villeneuvette,2022,Construites avant 1919,
Villespassans,2022,Construites avant 1919,
Villetelle,2022,Construites avant 1919,
Villeveyrac,2022,Construites avant 1919,
Viols-en-Laval,2022,Construites avant 1919,
Viols-le-Fort,2022,Construites avant 1919,
La Grande-Motte,2022,Construites avant 1919,
Aigaliers,2022,Construites de 1919 à 1945,
Aigremont,2022,Construites de 1919 à 1945,
Aigues-Mortes,2022,Construites de 1919 à 1945,
Aigues-Vives,2022,Construites de 1919 à 1945,
Aiguèze,2022,Construites de 1919 à 1945,
Aimargues,2022,Construites de 1919 à 1945,
Alès,2022,Construites de 1919 à 1945,
Allègre-les-Fumades,2022,Construites de 1919 à 1945,
Alzon,2022,Construites de 1919 à 1945,
Anduze,2022,Construites de 1919 à 1945,
Les Angles,2022,Construites de 1919 à 1945,
Aramon,2022,Construites de 1919 à 1945,
Argilliers,2022,Construites de 1919 à 1945,
Arpaillargues-et-Aureillac,2022,Construites de 1919 à 1945,
Arphy,2022,Construites de 1919 à 1945,
Arre,2022,Construites de 1919 à 1945,
Arrigas,2022,Construites de 1919 à 1945,
Aspères,2022,Construites de 1919 à 1945,
Aubais,2022,Construites de 1919 à 1945,
Aubord,2022,Construites de 1919 à 1945,
Aubussargues,2022,Construites de 1919 à 1945,
Aujac,2022,Construites de 1919 à 1945,
Aujargues,2022,Construites de 1919 à 1945,
Aulas,2022,Construites de 1919 à 1945,
Aumessas,2022,Construites de 1919 à 1945,
Avèze,2022,Construites de 1919 à 1945,
Bagard,2022,Construites de 1919 à 1945,
Bagnols-sur-Cèze,2022,Construites de 1919 à 1945,
Barjac,2022,Construites de 1919 à 1945,
Baron,2022,Construites de 1919 à 1945,
La Bastide-d'Engras,2022,Construites de 1919 à 1945,
Beaucaire,2022,Construites de 1919 à 1945,
Beauvoisin,2022,Construites de 1919 à 1945,
Bellegarde,2022,Construites de 1919 à 1945,
Belvézet,2022,Construites de 1919 à 1945,
Bernis,2022,Construites de 1919 à 1945,
Bessèges,2022,Construites de 1919 à 1945,
Bez-et-Esparon,2022,Construites de 1919 à 1945,
Bezouce,2022,Construites de 1919 à 1945,
Blandas,2022,Construites de 1919 à 1945,
Blauzac,2022,Construites de 1919 à 1945,
Boisset-et-Gaujac,2022,Construites de 1919 à 1945,
Boissières,2022,Construites de 1919 à 1945,
Bonnevaux,2022,Construites de 1919 à 1945,
Bordezac,2022,Construites de 1919 à 1945,
Boucoiran-et-Nozières,2022,Construites de 1919 à 1945,
Bouillargues,2022,Construites de 1919 à 1945,
Bouquet,2022,Construites de 1919 à 1945,
Bourdic,2022,Construites de 1919 à 1945,
Bragassargues,2022,Construites de 1919 à 1945,
Branoux-les-Taillades,2022,Construites de 1919 à 1945,
Bréau-Mars,2022,Construites de 1919 à 1945,
Brignon,2022,Construites de 1919 à 1945,
Brouzet-lès-Quissac,2022,Construites de 1919 à 1945,
Brouzet-lès-Alès,2022,Construites de 1919 à 1945,
La Bruguière,2022,Construites de 1919 à 1945,
Cabrières,2022,Construites de 1919 à 1945,
La Cadière-et-Cambo,2022,Construites de 1919 à 1945,
Le Cailar,2022,Construites de 1919 à 1945,
Caissargues,2022,Construites de 1919 à 1945,
La Calmette,2022,Construites de 1919 à 1945,
Calvisson,2022,Construites de 1919 à 1945,
Campestre-et-Luc,2022,Construites de 1919 à 1945,
Canaules-et-Argentières,2022,Construites de 1919 à 1945,
Cannes-et-Clairan,2022,Construites de 1919 à 1945,
La Capelle-et-Masmolène,2022,Construites de 1919 à 1945,
Cardet,2022,Construites de 1919 à 1945,
Carnas,2022,Construites de 1919 à 1945,
Carsan,2022,Construites de 1919 à 1945,
Cassagnoles,2022,Construites de 1919 à 1945,
Castelnau-Valence,2022,Construites de 1919 à 1945,
Castillon-du-Gard,2022,Construites de 1919 à 1945,
Causse-Bégon,2022,Construites de 1919 à 1945,
Caveirac,2022,Construites de 1919 à 1945,
Cavillargues,2022,Construites de 1919 à 1945,
Cendras,2022,Construites de 1919 à 1945,
Chambon,2022,Construites de 1919 à 1945,
Chamborigaud,2022,Construites de 1919 à 1945,
Chusclan,2022,Construites de 1919 à 1945,
Clarensac,2022,Construites de 1919 à 1945,
Codognan,2022,Construites de 1919 à 1945,
Codolet,2022,Construites de 1919 à 1945,
Collias,2022,Construites de 1919 à 1945,
Collorgues,2022,Construites de 1919 à 1945,
Colognac,2022,Construites de 1919 à 1945,
Combas,2022,Construites de 1919 à 1945,
Comps,2022,Construites de 1919 à 1945,
Concoules,2022,Construites de 1919 à 1945,
Congénies,2022,Construites de 1919 à 1945,
Connaux,2022,Construites de 1919 à 1945,
Conqueyrac,2022,Construites de 1919 à 1945,
Corconne,2022,Construites de 1919 à 1945,
Cornillon,2022,Construites de 1919 à 1945,
Courry,2022,Construites de 1919 à 1945,
Crespian,2022,Construites de 1919 à 1945,
Cros,2022,Construites de 1919 à 1945,
Cruviers-Lascours,2022,Construites de 1919 à 1945,
Deaux,2022,Construites de 1919 à 1945,
Dions,2022,Construites de 1919 à 1945,
Domazan,2022,Construites de 1919 à 1945,
Domessargues,2022,Construites de 1919 à 1945,
Dourbies,2022,Construites de 1919 à 1945,
Durfort-et-Saint-Martin-de-Sossenac,2022,Construites de 1919 à 1945,
Estézargues,2022,Construites de 1919 à 1945,
L'Estréchure,2022,Construites de 1919 à 1945,
Euzet,2022,Construites de 1919 à 1945,
Flaux,2022,Construites de 1919 à 1945,
Foissac,2022,Construites de 1919 à 1945,
Fons,2022,Construites de 1919 à 1945,
Fons-sur-Lussan,2022,Construites de 1919 à 1945,
Fontanès,2022,Construites de 1919 à 1945,
Fontarèches,2022,Construites de 1919 à 1945,
Fournès,2022,Construites de 1919 à 1945,
Fourques,2022,Construites de 1919 à 1945,
Fressac,2022,Construites de 1919 à 1945,
Gagnières,2022,Construites de 1919 à 1945,
Gailhan,2022,Construites de 1919 à 1945,
Gajan,2022,Construites de 1919 à 1945,
Gallargues-le-Montueux,2022,Construites de 1919 à 1945,
Le Garn,2022,Construites de 1919 à 1945,
Garons,2022,Construites de 1919 à 1945,
Garrigues-Sainte-Eulalie,2022,Construites de 1919 à 1945,
Gaujac,2022,Construites de 1919 à 1945,
Générac,2022,Construites de 1919 à 1945,
Générargues,2022,Construites de 1919 à 1945,
Génolhac,2022,Construites de 1919 à 1945,
Goudargues,2022,Construites de 1919 à 1945,
La Grand-Combe,2022,Construites de 1919 à 1945,
Le Grau-du-Roi,2022,Construites de 1919 à 1945,
Issirac,2022,Construites de 1919 à 1945,
Jonquières-Saint-Vincent,2022,Construites de 1919 à 1945,
Junas,2022,Construites de 1919 à 1945,
Lamelouze,2022,Construites de 1919 à 1945,
Langlade,2022,Construites de 1919 à 1945,
Lanuéjols,2022,Construites de 1919 à 1945,
Lasalle,2022,Construites de 1919 à 1945,
Laudun-l'Ardoise,2022,Construites de 1919 à 1945,
Laval-Pradel,2022,Construites de 1919 à 1945,
Laval-Saint-Roman,2022,Construites de 1919 à 1945,
Lecques,2022,Construites de 1919 à 1945,
Lédenon,2022,Construites de 1919 à 1945,
Lédignan,2022,Construites de 1919 à 1945,
Lézan,2022,Construites de 1919 à 1945,
Liouc,2022,Construites de 1919 à 1945,
Lirac,2022,Construites de 1919 à 1945,
Logrian-Florian,2022,Construites de 1919 à 1945,
Lussan,2022,Construites de 1919 à 1945,
Les Mages,2022,Construites de 1919 à 1945,
Malons-et-Elze,2022,Construites de 1919 à 1945,
Mandagout,2022,Construites de 1919 à 1945,
Manduel,2022,Construites de 1919 à 1945,
Marguerittes,2022,Construites de 1919 à 1945,
Martignargues,2022,Construites de 1919 à 1945,
Le Martinet,2022,Construites de 1919 à 1945,
Maruéjols-lès-Gardon,2022,Construites de 1919 à 1945,
Massanes,2022,Construites de 1919 à 1945,
Massillargues-Attuech,2022,Construites de 1919 à 1945,
Mauressargues,2022,Construites de 1919 à 1945,
Méjannes-le-Clap,2022,Construites de 1919 à 1945,
Méjannes-lès-Alès,2022,Construites de 1919 à 1945,
Meynes,2022,Construites de 1919 à 1945,
Meyrannes,2022,Construites de 1919 à 1945,
Mialet,2022,Construites de 1919 à 1945,
Milhaud,2022,Construites de 1919 à 1945,
Molières-Cavaillac,2022,Construites de 1919 à 1945,
Molières-sur-Cèze,2022,Construites de 1919 à 1945,
Monoblet,2022,Construites de 1919 à 1945,
Mons,2022,Construites de 1919 à 1945,
Montaren-et-Saint-Médiers,2022,Construites de 1919 à 1945,
Montclus,2022,Construites de 1919 à 1945,
Montdardier,2022,Construites de 1919 à 1945,
Monteils,2022,Construites de 1919 à 1945,
Montfaucon,2022,Construites de 1919 à 1945,
Montfrin,2022,Construites de 1919 à 1945,
Montignargues,2022,Construites de 1919 à 1945,
Montmirat,2022,Construites de 1919 à 1945,
Montpezat,2022,Construites de 1919 à 1945,
Moulézan,2022,Construites de 1919 à 1945,
Moussac,2022,Construites de 1919 à 1945,
Mus,2022,Construites de 1919 à 1945,
Nages-et-Solorgues,2022,Construites de 1919 à 1945,
Navacelles,2022,Construites de 1919 à 1945,
Ners,2022,Construites de 1919 à 1945,
Nîmes,2022,Construites de 1919 à 1945,
Orsan,2022,Construites de 1919 à 1945,
Orthoux-Sérignac-Quilhan,2022,Construites de 1919 à 1945,
Parignargues,2022,Construites de 1919 à 1945,
Peyremale,2022,Construites de 1919 à 1945,
Peyrolles,2022,Construites de 1919 à 1945,
Le Pin,2022,Construites de 1919 à 1945,
Les Plans,2022,Construites de 1919 à 1945,
Les Plantiers,2022,Construites de 1919 à 1945,
Pommiers,2022,Construites de 1919 à 1945,
Pompignan,2022,Construites de 1919 à 1945,
Ponteils-et-Brésis,2022,Construites de 1919 à 1945,
Pont-Saint-Esprit,2022,Construites de 1919 à 1945,
Portes,2022,Construites de 1919 à 1945,
Potelières,2022,Construites de 1919 à 1945,
Pougnadoresse,2022,Construites de 1919 à 1945,
Poulx,2022,Construites de 1919 à 1945,
Pouzilhac,2022,Construites de 1919 à 1945,
Puechredon,2022,Construites de 1919 à 1945,
Pujaut,2022,Construites de 1919 à 1945,
Quissac,2022,Construites de 1919 à 1945,
Redessan,2022,Construites de 1919 à 1945,
Remoulins,2022,Construites de 1919 à 1945,
Revens,2022,Construites de 1919 à 1945,
Ribaute-les-Tavernes,2022,Construites de 1919 à 1945,
Rivières,2022,Construites de 1919 à 1945,
Robiac-Rochessadoule,2022,Construites de 1919 à 1945,
Rochefort-du-Gard,2022,Construites de 1919 à 1945,
Rochegude,2022,Construites de 1919 à 1945,
Rogues,2022,Construites de 1919 à 1945,
Roquedur,2022,Construites de 1919 à 1945,
Roquemaure,2022,Construites de 1919 à 1945,
La Roque-sur-Cèze,2022,Construites de 1919 à 1945,
Rousson,2022,Construites de 1919 à 1945,
La Rouvière,2022,Construites de 1919 à 1945,
Sabran,2022,Construites de 1919 à 1945,
Saint-Alexandre,2022,Construites de 1919 à 1945,
Saint-Ambroix,2022,Construites de 1919 à 1945,
Sainte-Anastasie,2022,Construites de 1919 à 1945,
Saint-André-de-Majencoules,2022,Construites de 1919 à 1945,
Saint-André-de-Roquepertuis,2022,Construites de 1919 à 1945,
Saint-André-de-Valborgne,2022,Construites de 1919 à 1945,
Saint-André-d'Olérargues,2022,Construites de 1919 à 1945,
Saint-Bauzély,2022,Construites de 1919 à 1945,
Saint-Bénézet,2022,Construites de 1919 à 1945,
Saint-Bonnet-du-Gard,2022,Construites de 1919 à 1945,
Saint-Bonnet-de-Salendrinque,2022,Construites de 1919 à 1945,
Saint-Brès,2022,Construites de 1919 à 1945,
Saint-Bresson,2022,Construites de 1919 à 1945,
Sainte-Cécile-d'Andorge,2022,Construites de 1919 à 1945,
Saint-Césaire-de-Gauzignan,2022,Construites de 1919 à 1945,
Saint-Chaptes,2022,Construites de 1919 à 1945,
Saint-Christol-de-Rodières,2022,Construites de 1919 à 1945,
Saint-Christol-lez-Alès,2022,Construites de 1919 à 1945,
Saint-Clément,2022,Construites de 1919 à 1945,
Saint-Côme-et-Maruéjols,2022,Construites de 1919 à 1945,
Sainte-Croix-de-Caderle,2022,Construites de 1919 à 1945,
Saint-Denis,2022,Construites de 1919 à 1945,
Saint-Dézéry,2022,Construites de 1919 à 1945,
Saint-Dionisy,2022,Construites de 1919 à 1945,
Saint-Étienne-de-l'Olm,2022,Construites de 1919 à 1945,
Saint-Étienne-des-Sorts,2022,Construites de 1919 à 1945,
Saint-Félix-de-Pallières,2022,Construites de 1919 à 1945,
Saint-Florent-sur-Auzonnet,2022,Construites de 1919 à 1945,
Saint-Geniès-de-Comolas,2022,Construites de 1919 à 1945,
Saint-Geniès-de-Malgoirès,2022,Construites de 1919 à 1945,
Saint-Gervais,2022,Construites de 1919 à 1945,
Saint-Gervasy,2022,Construites de 1919 à 1945,
Saint-Gilles,2022,Construites de 1919 à 1945,
Saint-Hilaire-de-Brethmas,2022,Construites de 1919 à 1945,
Saint-Hilaire-d'Ozilhan,2022,Construites de 1919 à 1945,
Saint-Hippolyte-de-Caton,2022,Construites de 1919 à 1945,
Saint-Hippolyte-de-Montaigu,2022,Construites de 1919 à 1945,
Saint-Hippolyte-du-Fort,2022,Construites de 1919 à 1945,
Saint-Jean-de-Ceyrargues,2022,Construites de 1919 à 1945,
Saint-Jean-de-Crieulon,2022,Construites de 1919 à 1945,
Saint-Jean-de-Maruéjols-et-Avéjan,2022,Construites de 1919 à 1945,
Saint-Jean-de-Serres,2022,Construites de 1919 à 1945,
Saint-Jean-de-Valériscle,2022,Construites de 1919 à 1945,
Saint-Jean-du-Gard,2022,Construites de 1919 à 1945,
Saint-Jean-du-Pin,2022,Construites de 1919 à 1945,
Saint-Julien-de-Cassagnas,2022,Construites de 1919 à 1945,
Saint-Julien-de-la-Nef,2022,Construites de 1919 à 1945,
Saint-Julien-de-Peyrolas,2022,Construites de 1919 à 1945,
Saint-Julien-les-Rosiers,2022,Construites de 1919 à 1945,
Saint-Just-et-Vacquières,2022,Construites de 1919 à 1945,
Saint-Laurent-d'Aigouze,2022,Construites de 1919 à 1945,
Saint-Laurent-de-Carnols,2022,Construites de 1919 à 1945,
Saint-Laurent-des-Arbres,2022,Construites de 1919 à 1945,
Saint-Laurent-la-Vernède,2022,Construites de 1919 à 1945,
Saint-Laurent-le-Minier,2022,Construites de 1919 à 1945,
Saint-Mamert-du-Gard,2022,Construites de 1919 à 1945,
Saint-Marcel-de-Careiret,2022,Construites de 1919 à 1945,
Saint-Martial,2022,Construites de 1919 à 1945,
Saint-Martin-de-Valgalgues,2022,Construites de 1919 à 1945,
Saint-Maurice-de-Cazevieille,2022,Construites de 1919 à 1945,
Saint-Maximin,2022,Construites de 1919 à 1945,
Saint-Michel-d'Euzet,2022,Construites de 1919 à 1945,
Saint-Nazaire,2022,Construites de 1919 à 1945,
Saint-Nazaire-des-Gardies,2022,Construites de 1919 à 1945,
Saint-Paulet-de-Caisson,2022,Construites de 1919 à 1945,
Saint-Paul-la-Coste,2022,Construites de 1919 à 1945,
Saint-Pons-la-Calm,2022,Construites de 1919 à 1945,
Saint-Privat-de-Champclos,2022,Construites de 1919 à 1945,
Saint-Privat-des-Vieux,2022,Construites de 1919 à 1945,
Saint-Quentin-la-Poterie,2022,Construites de 1919 à 1945,
Saint-Roman-de-Codières,2022,Construites de 1919 à 1945,
Saint-Sauveur-Camprieu,2022,Construites de 1919 à 1945,
Saint-Sébastien-d'Aigrefeuille,2022,Construites de 1919 à 1945,
Saint-Siffret,2022,Construites de 1919 à 1945,
Saint-Théodorit,2022,Construites de 1919 à 1945,
Saint-Victor-des-Oules,2022,Construites de 1919 à 1945,
Saint-Victor-la-Coste,2022,Construites de 1919 à 1945,
Saint-Victor-de-Malcap,2022,Construites de 1919 à 1945,
Salazac,2022,Construites de 1919 à 1945,
Salindres,2022,Construites de 1919 à 1945,
Salinelles,2022,Construites de 1919 à 1945,
Les Salles-du-Gardon,2022,Construites de 1919 à 1945,
Sanilhac-Sagriès,2022,Construites de 1919 à 1945,
Sardan,2022,Construites de 1919 à 1945,
Saumane,2022,Construites de 1919 à 1945,
Sauve,2022,Construites de 1919 à 1945,
Sauveterre,2022,Construites de 1919 à 1945,
Sauzet,2022,Construites de 1919 à 1945,
Savignargues,2022,Construites de 1919 à 1945,
Saze,2022,Construites de 1919 à 1945,
Sénéchas,2022,Construites de 1919 à 1945,
Sernhac,2022,Construites de 1919 à 1945,
Servas,2022,Construites de 1919 à 1945,
Serviers-et-Labaume,2022,Construites de 1919 à 1945,
Seynes,2022,Construites de 1919 à 1945,
Sommières,2022,Construites de 1919 à 1945,
Soudorgues,2022,Construites de 1919 à 1945,
Soustelle,2022,Construites de 1919 à 1945,
Souvignargues,2022,Construites de 1919 à 1945,
Sumène,2022,Construites de 1919 à 1945,
Tavel,2022,Construites de 1919 à 1945,
Tharaux,2022,Construites de 1919 à 1945,
Théziers,2022,Construites de 1919 à 1945,
Thoiras-Corbès,2022,Construites de 1919 à 1945,
Tornac,2022,Construites de 1919 à 1945,
Tresques,2022,Construites de 1919 à 1945,
Trèves,2022,Construites de 1919 à 1945,
